Name,Address,Postcode,Category,Type,Type 2,Source,lat,long,Description
21 Stoney Rd,21 Stoney Rd,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4013949,-1.5099377,"Home of Larkin's childhood friend Arthur Moy who introduced him to Jazz, a lifelong passion"
Station,Station,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4010973,-1.5137488,"Departure point for many Larkin Family holidays, Poem I remember I remember - plaque in station"
Former Site Of Cheshunt Prep School,Former Site of Cheshunt Prep School,CV1 2GN,Coventry Wayfinding Map - Larkin Trail,Coventry Wayfinding Map - Larkin Trail,,Coventry Wayfinding Map,52.4020887,-1.5115482,Larkin schooled here from 5-8
St Marys Peace Trail,St Marys Peace Trail,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4077025,-1.5074957,
Lady G Peace Trail,Lady G Peace Trail,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4080426,-1.5104487,Peace Trail- sacrifice
Peace Trail Phoenix,Peace Trail Phoenix,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4061708,-1.5122054,
Peace Trail Dresden Place,Peace Trail Dresden Place,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4058275,-1.5117111,
Peace Trail St John'S,Peace Trail st john's,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4087451,-1.515479,
Ira Aldridge Plaque Peace Trail,Ira Aldridge Plaque peace trail,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4081877,-1.5115893,
Lidice Memorial,Lidice Memorial,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4083346,-1.5152312,
Belgrade Theatre,Belgrade Theatre,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.409662,-1.5138172,
Public Bench Peace Trail,Public Bench peace trail,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4109374,-1.509304,
Future Monument,Future Monument,CV1 2GN,Coventry Wayfinding Map - Peace Trail,Coventry Wayfinding Map - Peace Trail,,Coventry Wayfinding Map,52.4109635,-1.5089554,
Tile Trail- Station Mosaic,Tile Trail- Station mosaic,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.400967,-1.5137547,"The Railway Station (1958-62, Grade II Listed) was designed by W R Headley, regional architect to British†Railways. The building is a bold design statement with its†white tiled double height booking hall and stairwells. Simple clean lines disguise the intricacy of the tile and mosaic†configuration which involves eight different tile profiles. The†makers are unidentified at present but are likely to be either Richards Tiles of Stoke-on-Trent or Carters of Poole.†"
Aztec Panel Three Tunns William George Mitchell,Aztec Panel Three tunns William George Mitchell,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4062227,-1.5129168,"First example of moulded poured concrete- grade II listed Designed and executed on site by William Mitchell, sculptor, the Aztec Panel (2), on the†outside wall of the former Three Tuns Public House, is in his†typically robust abstract style. It is made of poured concrete,†the sculptor's preferred material. The design was deeply†cut into polystyrene blocks first. These were then attached†to and faced the concrete shuttering before the concrete†was poured inside. The material used was a product called 'Faircrete'. It allowed further modelling and hand undercutting†to be undertaken for a short period of time after the†concrete had been poured and the shuttering removed.†Detail of the Aztec Panel, Bull Yard†Inside the building the corresponding wall†has a similar mural but less deeply modelled†and more suited to interior decoration.†When first opened in 1966, the Three Tuns†had the most modish interior design and furnishing.†"
Coventry Market Mosaic Grade Ii Listed,Coventry Market Mosaic grade II listed,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4067078,-1.5145031,
Headley Lewis Mosaic Ikea Car Park,Headley Lewis Mosaic Ikea Car park,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4074702,-1.5167715,"1964 Robert Headley Lewis was Head of Fine Art at Coventry College of Art from 1959-1966. He wasappointed Design Consultant to Coventry City Architects dartment and it was in this capacity that he was asked to†design a series of mosaics for installation in the underpasses at The Butts Radial Road. In 2006, one of the underpasseswas deemed unfit for purpose but the mosaics were of such†significance it was decided that four portions of the mosaic would be lifted, removed and redisplayed in the new Ikea carpark (see below for details of the new location).The designs of both walls of the underpass were glass mosaic†in modular form. It was not until they were redisplayed that their most significant feature became obvious; once enough†distance could be placed between the viewer and the mosaic†(and this was impossible in an underpass) it became clear that the design had that outstanding quality of the 1960s†movement known as Op-Art"
Coventry Mural Lower Precinct,Coventry Mural lower precinct,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4082287,-1.5147079,"The Coventry Mural, Lower Precinct (1957). This large mural was originally designed in two parts to line either†side of a subterranean underpass which led down into the†Lower Precinct. It was designed by Gordon Cullen, eminent†architect, town planner and author/illustrator 'of† ownscape',†published in 1961. Arthur Ling was much influenced by†Gordon Cullen's ideas on pedestrianisation and zonal spaces.†The mural depicts silk weaving, clock and watch making, bicycles and motor cars as well as the broader history of†architecture in the City. Sadly, the medieval maps and tracery†section were lost in the 1970s due to careless workmanship. The tiles were made by Carter's of Poole and are a mix of†modern screen- printed designs and superbly intricate tube†lining tile decoration to depict the various elements in the†mural. Take a close look at the motor car engine and the†bicycles to see a level of craftsmanship within the tile making†industry, now increasingly rare.†"
Belgrade Theatre Mosaic,Belgrade theatre mosaic,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4098846,-1.5141759,"The Belgrade Theatre, Corporation Street (1955-8, Grade II Listed). The theatre, designed by†the City Architect, Arthur Ling, was named after the city†of Belgrade; Ling was sympathetic to communism and†developed many links with Eastern Europe. He was also†influenced by the Bauhaus movement. The theatre was†initially intended to be a venue for contemporary, left wing†productions.†The first-floor meeting place is decorated with a mosaic†designed by Martin Froy which is called 'The Four Seasons'. It is made from Swedish ceramic and Italian glass tesserae. The†visual difference between the two mediums is quite visible†and significant.†Martin Froy (1926- 2017) was a painter of figures, interiors†and landscapes. He was part of a school of British abstract†artists active from the 1950s to 1970s. His work is well†known and continues to be exhibited regularly.†"
Lady Godiva Cafe,Lady Godiva Cafe,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4081626,-1.514157,"The Lady Godiva Cafe (Caffe Nero), Lower Precinct (1957-8). The Lady Godiva Cafe is now somewhat†altered, though its basic circular cantilevered shape remains.†The lower part is covered with green glass mosaic, as are the internal walls. These are part of the original decoration. The†upper outer white glass mosaic is a newly restored element†(2002), the original green tesserae are much more closely†set together and with a greater variation in shades of colour.†These subtle differences change the overall effect between†the old and new. The glass tesserae were made by Angelo†Orsoni of Venice, a company that is still making glass mosaic†today.†"
"The City Library Mosaic Facade, Corner Smithford Way And Lower Precinct (1958-60, Grade Ii Listed).","The City Library Mosaic facade, corner Smithford Way and Lower Precinct (1958-60, Grade II Listed).",CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4087288,-1.5132311,"The City Library Mosaic facade, corner Smithford†Way and Lower Precinct (1958-60, Grade II Listed).†This beautiful set of glass mosaic panels can be seen on†the first-floor facade of the building, the former Locarno Ballroom*. The panels were designed by the muralist, Fred†Millett and are interestingly offset with plain brick panels.†Fred Millett (1920 -1980) lived in Berkhamsted. His artwork†was very varied and included paintings and abstract sculpture.†He completed many commissions in schools and other†locations across Britain. *The Locarno Ballroom was a very popular venue throughout†the 1960s, the Rolling Stones appeared there as part of their†first UK tour, playing a twenty- minute set and making use of the revolving stage."
Godiva Clock,Godiva Clock,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4075886,-1.5106835,"The Lady Godiva Clock, Broadgate House, Broadgate (1948-53, Grade II Listed). The Lady Godiva†Clock is part of the first phase of development following†the wartime devastation of the city centre. The first City†Architect and Planning Officer for Coventry, Donald†Gibson, was appointed, aged just 29, in 1938 and it was his†masterplan that formed the basis for that planned post-war†redevelopment of Coventry. Gibson commissioned the sculptor, Trevor Tennant to design†the clock. The backdrop to the Lady Godiva feature is made†up of ceramic tiles by Carters of Poole. On the hour, Lady†Godiva appears riding below the Peeping Tom of legend. Interestingly, in the earliest versions Peeping Tom does not†feature as Lady Godiva rides through the city in protest, so†it is said, against her husband, Leofric's excessive taxes on the people. She rides 'naked of raiment', which could mean†that she was seen without her wealthy finery but wearing a†simple shift. However, legend soon had it that she rode naked and the citizens, out of respect for her, stayed indoors except†for one 'Peeping Tom', who later had his eyes burned out as†punishment. Trevor Tennant (1900-1980) trained at Goldsmith's College†of Art and at the Royal Academy. He exhibited twice at†the Royal Academy and was a member of the Artists International Association. He also collaborated closely with†Dorothy Annan (1900-1983), ceramic muralist and painter.†Her murals were mainly for public commissions, including a Listed work now conserved and on display at the Barbican†Centre, London."
Cov Martyrs Mosaic,Cov Martyrs Mosaic,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4075231,-1.5105709,"The Coventry Martyrs Mosaic Mural, Broadgate House, Broadgate (1948-53, Grade II Listed). The Martyr's Mosaic is located in the foyer of the east entrance†to Broadgate House. Access is through the doorway under†the archway on Hertford Street.†Donald Gibson commissioned this work from the Head of†Coventry College of Art, Hugh Richard Hoskins (Head from 1947-1962). Hoskins visited Geneva to find inspiration for his†designs in mosaic.†The mosaic depicts eleven Coventry martyrs burned at the†stake in the first half of the 16th century at or near Little†Park Street. The eleven were all Lollards, a religious group†who were strongly represented in the dyers and textile†industries of the Midlands. The Lollards were followers of John Wycliffe who had translated the Bible into vernacular†English in the 14th century. They believed that church†services should be held in English and therefore accessible†to ordinary working people, rather than conducted in Latin which was not widely understood.†"
St Marys Guildhall,St Marys guildhall,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4077084,-1.5076522,"The Guildhall, Bayley Lane (mid. 14th Century to†early 15th Century, Grade I Listed).†Note: The opening hours of the Guildhall vary throughout the†year. Visitors are advised to check times of opening prior to their†visit.†Medieval floor tiles are found in the west Oriel window†of the Great Hall; these could be in their original location. Upstairs, in the Treasury there is a pavement made of†fragments which may have also come from the Great Hall.†These pavement fragments are likely to have been moved†here as part of the 1946 rebuilding of the tower after the wartime Blitz.†Archaeological evidence of kilns suggests a significant†local tile making industry in the area. One such kiln site in†the environs of the city was discovered in 1911 at Stoke and another, in 1940, a short distance away in Clay Lane.†The name of the street is a strong indicator too, for kilns†were often built close to a source of suitable material.†Archaeological evidence confirms that commercial tileries were in operation at Coventry for some 150 to 200 years.†Tile-makers from Coventry were allowed to form a Guild,†suggesting that manufacture here was unusually important. However, we cannot be certain that the tiles found in the†Guildhall are from Stoke. The Treasury pavement contains†fragments of tiles, some heraldic and some with Latin forms, which are the same design as tiles made at Chilvers Coton,†just south of Nuneaton. Medieval tilers were known to travel†from place to place taking their moulds and designs with†them. What we do know is that both Chilvers Coton and the†tile making centres local to Coventry share many of the same†designs.†The Arms of Berkeley are situated in the Oriel window of the Great Hall. In this same floor two tiles are decorated†with the capital letter 'R', which perhaps makes a connection†with Richard de Beauchamp, 13th Earl of Warwick (1382- 1439) whose mother was Margaret Ferrers, and his first wife,†Elizabeth de Berkeley. If this is a reliable attribution, this would†probably place the dating of the tiles somewhere between†his succession as earl in 1401, and his remarriage following†Elizabeth's death in 1422.†The Guildhall also contains two other interesting tile features, a small fireplace in the Princes Chamber decorated with†what are likely to be English Delft tiles, probably made in†London circa 1730 to 1750. Notice the cute little angel motif in the corner of some tiles. There is also a much larger, stone†and plaster fireplace in the Mayoress Parlour dating from the†restoration of 1834-35 and decorated with early Minton tiles."
Ellen Terry Building/ E-Coliseumdance Hall,Ellen Terry Building/ E-coliseumdance hall,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4067589,-1.5047179,"Ellen Terry Building, Jordan Well (1928-1930). Formerly the Gaumont Picture Palace and later the Odeon†Cinema. The architect was Percy Bartlett, chief assistant to†William Henry Watkins of Bristol. The impressive white,†modernist, glazed terracotta faience has colourful, yptianate pilaster capitals and a green frame to the central window.†The most likely manufacturer for this facade is Hathern of†Leicester. Ex-Coliseum Dance Hall and Cafe (1921-3). Next†door to the Ellen Terry Building we can see this former dance hall, a bold Edwardian, baroque style building in white†faience topped with balustrade and dome. Not much is†known about this uilding, other than that it was part of the†Gaumont in 1928. The architect is thought to be J. H. Gilbert."
Herbert,Herbert,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4076654,-1.5060912,"The Herbert Art Gallery and Museum, Jordan Well (1960). In the History Gallery of the Museum here†is a small collection of medieval tiles. Worth a visit just to†see the interesting 'loopy king' tile. The impressed tile, in the same display case, is recorded as a floor tile found in the†Benedictine Priory"
Holy Trinity,Holy Trinity,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4086619,-1.5088528,"Holy Trinity Church, Priory Row (14th century, Grade I Listed). The sanctuary contains a Minton tile floor†which was part of the refurbishment of Holy Trinity by†George Gilbert Scott in 1854-6. Above the Sanctuary there†is a more elaborately decorated Altar floor. It is a common†feature of tiled church floors that the decoration becomes more elaborate following the pattern of the Liturgy, thus†the nave and aisles will be of plainer decoration than the†Sanctuary or Baptistry"
Priory Visitor Centre,Priory Visitor Centre,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.409092,-1.5085199,"Visitor Centre, the Phoenix Initiative, St Mary's Priory (2003).†Note: CURRENTLY CLOSED, LOOKING TO REOPEN.† vary throughout†the year. Visitors are advised to check times of opening prior to†their visit. The excavation of the 13th century refectory of St. Mary's†priory, the first of Coventry's three cathedrals, revealed†an extraordinary well- preserved set of encaustic floor†tiles. The layout is intact with a recognisable group of over thirty tiles. They appear to be fourteenth century and were†manufactured locally at Stoke, Cventry. The date is arrived†at by the depiction on one tile of the armorial arms of Sir†Thomas Beauchamp, Earl of Warwick, 1360. Numerous other†tiles were also excavated from around the site of the priory†all of which were typical of the period."
Coventry Cathedral,Coventry Cathedral,CV1 2GN,Coventry Wayfinding Map - Tile Trail,Coventry Wayfinding Map - Tile Trail,,Coventry Wayfinding Map,52.4085787,-1.5070997,"We end our trail at the truly awe-inspiring connection†between the old Coventry and the new. Designed by Sir†Basil Spence, the Cathedral was ten years from conception†to completion. It has, from its beginning, been a symbol of peace and reconciliation after the inhuman evils of the wars†of the 20th century. The first ever city 'twinning' was between†Coventry and Stalingrad (now Volgograd) in 1944. Other twinnings followed and the links between Coventry and the†wartime bombed city of Dresden in Germany have remained†strong to this day. In the time between 1962 and today the sandstone exterior of the cathedral has weathered to match†the ancient stonework of the old building.†Leading from the North Aisle is the Chapel of Unity with its†elaborate marble mosaic floor by Einar Forseth of Sweden (1892-1988). This floor can be considered as a modern take†on the 13th Century Cosmati pavement in Westminster†Abbey recalling the wide variety of coloured marbles and abstract designs. The floor is dished in the centre so that†round objects will roll to the centre to symbolise peace†and unity between peoples. Mosaicist Trata Maria Drescha completed the cutting and laying of the marble pieces over a†period of six months. From the baptistry down the South Aisle is the Chapel of†Gethsemane decorated with a beautiful mosaic, The Angel of†Agony, by Steven Sykes. It is designed to be viewed through a wrought iron Crown of Thorns which was designed by†Spence.†Steven Sykes (1914 Äì 1999) was active in the British desert camouflage unit during WW11 and was responsible for the†large-scale military deception in the defence of Tobruk in†1942. He was described as Äúan excellent camouflage officer technically, and one who thinks about camouflage in terms†of battle.Äù One can imagine that following his war time†experiences the commission to work in Coventry Cathedral would have been especially poignant."
Pool Meadow Bus Station,Pool Meadow Bus Station,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4102447,-1.5069954,
Bull Yard,Bull Yard,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4059946,-1.5123862,
Pepper Lane,Pepper Lane,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4078347,-1.5092368,
Hertford Street Market Area,Hertford Street Market Area,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4073238,-1.5106478,
Hertford Street Canopy,Hertford Street Canopy,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4067307,-1.5113738,
Hertford Street Tunnel,Hertford Street Tunnel,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4066595,-1.511236,
Hertford Street,Hertford Street,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4064165,-1.5117851,
Smithford/Market Way,Smithford/Market Way,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4081644,-1.5129097,
Ernest Jones Ramp,Ernest Jones Ramp,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4080743,-1.5113966,
Unity Lawns,Unity Lawns,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4082969,-1.5079526,
Mpv 1,MPV 1,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4066853,-1.5138965,
Mpv 2,MPV 2,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4055805,-1.5115832,
The Elephant Building,The Elephant building,CV1 2GN,Coventry Wayfinding Map - Coventry City Centre Focal Points,Coventry Wayfinding Map - Coventry City Centre Focal Points,,Coventry Wayfinding Map,52.4087449,-1.5034519,
Coventry Uncovered Unity Lawns/Memorials/Yoko Ono Trees,Coventry Uncovered Unity Lawns/memorials/Yoko Ono Trees,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.408581,-1.508158,
Coventry Uncovered-Volgograd Marker,Coventry Uncovered-volgograd marker,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4088188,-1.5098352,
Coventry Uncovered Aten,Coventry uncovered Aten,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4079418,-1.5109345,
Coventry Uncovered Martyrs Mosaic,Coventry Uncovered Martyrs mosaic,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4075221,-1.5104493,
Coventry Uncovered Peeping Tom,Coventry Uncovered peeping tom,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4069012,-1.5111167,
Coventry Uncovered Greyfriars,Coventry Uncovered Greyfriars,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4060003,-1.5125122,
Coventry Uncovered Sir Guy And The Dun Cow- Relief Sculpture,Coventry Uncovered Sir Guy and the Dun Cow- relief sculpture,CV1 2GN,Coventry Wayfinding Map - Coventry Uncovered Trail,Coventry Wayfinding Map - Coventry Uncovered Trail,,Coventry Wayfinding Map,52.4060919,-1.5135274,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
