MSOA,Attribute,Value,%,,MSOA,Attribute,Value,,
E02001971,% agree it is important to eat healty food,,96.55%,,E02001970,% agree it is important to eat healty food,FALSETRUE,,
E02001972,% agree it is important to eat healty food,,87.64%,,E02001971,% agree it is important to eat healty food,FALSETRUE,,
E02001973,% agree it is important to eat healty food,,92.52%,,E02001972,% agree it is important to eat healty food,FALSETRUE,,
E02001974,% agree it is important to eat healty food,,92.17%,,E02001973,% agree it is important to eat healty food,FALSETRUE,,
E02001975,% agree it is important to eat healty food,,96.43%,,E02001974,% agree it is important to eat healty food,FALSETRUE,,
E02001976,% agree it is important to eat healty food,,94.40%,,E02001975,% agree it is important to eat healty food,FALSETRUE,,
E02001977,% agree it is important to eat healty food,,90.11%,,E02001976,% agree it is important to eat healty food,FALSETRUE,,
E02001978,% agree it is important to eat healty food,,96.83%,,E02001977,% agree it is important to eat healty food,FALSETRUE,,
E02001979,% agree it is important to eat healty food,,98.91%,,E02001978,% agree it is important to eat healty food,FALSETRUE,,
E02001980,% agree it is important to eat healty food,,96.34%,,E02001979,% agree it is important to eat healty food,FALSETRUE,,
E02001981,% agree it is important to eat healty food,,89.47%,,E02001980,% agree it is important to eat healty food,FALSETRUE,,
E02001982,% agree it is important to eat healty food,,97.58%,,E02001981,% agree it is important to eat healty food,FALSETRUE,,
E02001983,% agree it is important to eat healty food,,92.50%,,E02001982,% agree it is important to eat healty food,FALSETRUE,,
E02001984,% agree it is important to eat healty food,,93.22%,,E02001983,% agree it is important to eat healty food,FALSETRUE,,
E02001985,% agree it is important to eat healty food,,98.78%,,E02001984,% agree it is important to eat healty food,FALSETRUE,,
E02001986,% agree it is important to eat healty food,,83.96%,,E02001985,% agree it is important to eat healty food,FALSETRUE,,
E02001987,% agree it is important to eat healty food,,93.10%,,E02001986,% agree it is important to eat healty food,FALSETRUE,,
E02001988,% agree it is important to eat healty food,,92.21%,,E02001987,% agree it is important to eat healty food,FALSETRUE,,
E02001989,% agree it is important to eat healty food,,90.72%,,E02001988,% agree it is important to eat healty food,FALSETRUE,,
E02001990,% agree it is important to eat healty food,,85.37%,,E02001989,% agree it is important to eat healty food,FALSETRUE,,
E02001991,% agree it is important to eat healty food,,95.24%,,E02001990,% agree it is important to eat healty food,FALSETRUE,,
E02001992,% agree it is important to eat healty food,,91.00%,,E02001991,% agree it is important to eat healty food,FALSETRUE,,
E02001993,% agree it is important to eat healty food,,90.29%,,E02001992,% agree it is important to eat healty food,FALSETRUE,,
E02001994,% agree it is important to eat healty food,,98.97%,,E02001993,% agree it is important to eat healty food,FALSETRUE,,
E02001995,% agree it is important to eat healty food,,94.57%,,E02001994,% agree it is important to eat healty food,FALSETRUE,,
E02001996,% agree it is important to eat healty food,,92.94%,,E02001995,% agree it is important to eat healty food,FALSETRUE,,
E02001997,% agree it is important to eat healty food,,96.77%,,E02001996,% agree it is important to eat healty food,FALSETRUE,,
E02001998,% agree it is important to eat healty food,,93.24%,,E02001997,% agree it is important to eat healty food,FALSETRUE,,
E02001999,% agree it is important to eat healty food,,92.31%,,E02001998,% agree it is important to eat healty food,FALSETRUE,,
E02006805,% agree it is important to eat healty food,,84.00%,,E02001999,% agree it is important to eat healty food,FALSETRUE,,
E08000026,% agree it is important to eat healty food,,92.33%,,,,,,
E02001958,% agree that Coventry City Council provides value for money?,,45.24%,,E02006805,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001959,% agree that Coventry City Council provides value for money?,,60.78%,,E02001958,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001961,% agree that Coventry City Council provides value for money?,,22.12%,,E02001959,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001962,% agree that Coventry City Council provides value for money?,,21.95%,,E02001961,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001963,% agree that Coventry City Council provides value for money?,,27.91%,,E02001962,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001964,% agree that Coventry City Council provides value for money?,,29.31%,,E02001963,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001965,% agree that Coventry City Council provides value for money?,,40.79%,,E02001964,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001966,% agree that Coventry City Council provides value for money?,,26.76%,,E02001965,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001967,% agree that Coventry City Council provides value for money?,,25.97%,,E02001966,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001968,% agree that Coventry City Council provides value for money?,,22.73%,,E02001967,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001969,% agree that Coventry City Council provides value for money?,,41.94%,,E02001968,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001970,% agree that Coventry City Council provides value for money?,,46.15%,,E02001969,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001971,% agree that Coventry City Council provides value for money?,,21.05%,,E02001970,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001972,% agree that Coventry City Council provides value for money?,,56.18%,,E02001971,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001973,% agree that Coventry City Council provides value for money?,,32.04%,,E02001972,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001974,% agree that Coventry City Council provides value for money?,,37.50%,,E02001973,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001975,% agree that Coventry City Council provides value for money?,,35.37%,,E02001974,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001976,% agree that Coventry City Council provides value for money?,,39.84%,,E02001975,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001977,% agree that Coventry City Council provides value for money?,,47.06%,,E02001976,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001978,% agree that Coventry City Council provides value for money?,,35.00%,,E02001977,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001979,% agree that Coventry City Council provides value for money?,,43.68%,,E02001978,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001980,% agree that Coventry City Council provides value for money?,,31.65%,,E02001979,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001981,% agree that Coventry City Council provides value for money?,,32.14%,,E02001980,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001982,% agree that Coventry City Council provides value for money?,,42.02%,,E02001981,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001983,% agree that Coventry City Council provides value for money?,,41.18%,,E02001982,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001984,% agree that Coventry City Council provides value for money?,,40.54%,,E02001983,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001985,% agree that Coventry City Council provides value for money?,,38.36%,,E02001984,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001986,% agree that Coventry City Council provides value for money?,,31.96%,,E02001985,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001987,% agree that Coventry City Council provides value for money?,,50.56%,,E02001986,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001988,% agree that Coventry City Council provides value for money?,,49.25%,,E02001987,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001989,% agree that Coventry City Council provides value for money?,,27.08%,,E02001988,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001990,% agree that Coventry City Council provides value for money?,,28.75%,,E02001989,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001991,% agree that Coventry City Council provides value for money?,,49.26%,,E02001990,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001992,% agree that Coventry City Council provides value for money?,,45.36%,,E02001991,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001993,% agree that Coventry City Council provides value for money?,,29.59%,,E02001992,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001994,% agree that Coventry City Council provides value for money?,,39.78%,,E02001993,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001995,% agree that Coventry City Council provides value for money?,,50.00%,,E02001994,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001996,% agree that Coventry City Council provides value for money?,,30.12%,,E02001995,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001997,% agree that Coventry City Council provides value for money?,,38.46%,,E02001996,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001998,% agree that Coventry City Council provides value for money?,,35.62%,,E02001997,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02001999,% agree that Coventry City Council provides value for money?,,38.98%,,E02001998,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E02006805,% agree that Coventry City Council provides value for money?,,30.99%,,E02001999,% agree that Coventry City Council provides value for money?,FALSETRUE,,
E08000026,% agree that Coventry City Council provides value for money?,,37.17%,,,,,,
E02001958,% agree that it is important for families to eat together,,95.45%,,E02006805,% agree that it is important for families to eat together,FALSETRUE,,
E02001959,% agree that it is important for families to eat together,,84.21%,,E02001958,% agree that it is important for families to eat together,FALSETRUE,,
E02001961,% agree that it is important for families to eat together,,97.98%,,E02001959,% agree that it is important for families to eat together,FALSETRUE,,
E02001962,% agree that it is important for families to eat together,,95.45%,,E02001961,% agree that it is important for families to eat together,FALSETRUE,,
E02001963,% agree that it is important for families to eat together,,95.12%,,E02001962,% agree that it is important for families to eat together,FALSETRUE,,
E02001964,% agree that it is important for families to eat together,,87.39%,,E02001963,% agree that it is important for families to eat together,FALSETRUE,,
E02001965,% agree that it is important for families to eat together,,86.11%,,E02001964,% agree that it is important for families to eat together,FALSETRUE,,
E02001966,% agree that it is important for families to eat together,,91.30%,,E02001965,% agree that it is important for families to eat together,FALSETRUE,,
E02001967,% agree that it is important for families to eat together,,85.33%,,E02001966,% agree that it is important for families to eat together,FALSETRUE,,
E02001968,% agree that it is important for families to eat together,,97.01%,,E02001967,% agree that it is important for families to eat together,FALSETRUE,,
E02001969,% agree that it is important for families to eat together,,75.41%,,E02001968,% agree that it is important for families to eat together,FALSETRUE,,
E02001970,% agree that it is important for families to eat together,,89.66%,,E02001969,% agree that it is important for families to eat together,FALSETRUE,,
E02001971,% agree that it is important for families to eat together,,94.44%,,E02001970,% agree that it is important for families to eat together,FALSETRUE,,
E02001972,% agree that it is important for families to eat together,,91.95%,,E02001971,% agree that it is important for families to eat together,FALSETRUE,,
