MSOA,Attribute code,Attribute,Value,%
E02001998,12,Number of Bookers (AFD-All) ,1329,
E02001999,12,Number of Bookers (AFD-All) ,1862,
E02006805,12,Number of Bookers (AFD-All) ,840,
E02001958,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001959,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001961,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001962,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001963,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001964,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001965,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001966,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001967,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001968,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001969,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001970,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001971,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001972,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001973,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001974,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001975,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001976,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001977,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001978,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001979,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001980,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001981,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001982,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001983,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001984,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001985,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001986,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001987,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001988,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001989,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001990,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001991,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.3,
E02001992,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001993,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001994,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001995,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001996,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001997,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.3,
E02001998,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02001999,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.2,
E02006805,13,No of venues visited_Average (AFD Bookers at Cov Venues),1.1,
E02001958,14,No of venues visited_Average (AFD-All),1.44332999,
E02001959,14,No of venues visited_Average (AFD-All),1.457974138,
E02001961,14,No of venues visited_Average (AFD-All),1.329815303,
E02001962,14,No of venues visited_Average (AFD-All),1.367676768,
E02001963,14,No of venues visited_Average (AFD-All),1.510416667,
E02001964,14,No of venues visited_Average (AFD-All),1.281938326,
E02001965,14,No of venues visited_Average (AFD-All),1.504885993,
E02001966,14,No of venues visited_Average (AFD-All),1.306122449,
E02001967,14,No of venues visited_Average (AFD-All),1.696782178,
E02001968,14,No of venues visited_Average (AFD-All),1.358190709,
E02001969,14,No of venues visited_Average (AFD-All),1.338630807,
E02001970,14,No of venues visited_Average (AFD-All),1.383905013,
E02001971,14,No of venues visited_Average (AFD-All),1.5942156,
E02001972,14,No of venues visited_Average (AFD-All),1.24744898,
E02001973,14,No of venues visited_Average (AFD-All),1.377008653,
E02001974,14,No of venues visited_Average (AFD-All),1.627872128,
E02001975,14,No of venues visited_Average (AFD-All),1.478559177,
E02001976,14,No of venues visited_Average (AFD-All),1.499025341,
E02001977,14,No of venues visited_Average (AFD-All),1.353049908,
E02001978,14,No of venues visited_Average (AFD-All),1.50055371,
E02001979,14,No of venues visited_Average (AFD-All),1.602814699,
E02001980,14,No of venues visited_Average (AFD-All),1.699636364,
E02001981,14,No of venues visited_Average (AFD-All),1.235059761,
E02001982,14,No of venues visited_Average (AFD-All),1.612747724,
E02001983,14,No of venues visited_Average (AFD-All),1.61551824,
E02001984,14,No of venues visited_Average (AFD-All),1.617861482,
E02001985,14,No of venues visited_Average (AFD-All),1.275,
E02001986,14,No of venues visited_Average (AFD-All),1.510084034,
E02001987,14,No of venues visited_Average (AFD-All),1.514845938,
E02001988,14,No of venues visited_Average (AFD-All),1.475518672,
E02001989,14,No of venues visited_Average (AFD-All),1.463355049,
E02001990,14,No of venues visited_Average (AFD-All),1.575418994,
E02001991,14,No of venues visited_Average (AFD-All),1.998204668,
E02001992,14,No of venues visited_Average (AFD-All),1.404216315,
E02001993,14,No of venues visited_Average (AFD-All),1.520581114,
E02001994,14,No of venues visited_Average (AFD-All),1.630173565,
E02001995,14,No of venues visited_Average (AFD-All),1.450078003,
E02001996,14,No of venues visited_Average (AFD-All),1.326633166,
E02001997,14,No of venues visited_Average (AFD-All),1.868926554,
E02001998,14,No of venues visited_Average (AFD-All),1.758465011,
E02001999,14,No of venues visited_Average (AFD-All),1.579484425,
E02006805,14,No of venues visited_Average (AFD-All),1.351190476,
E02001958,16,Average yield per ticket (AFD),22.2106,
E02001959,16,Average yield per ticket (AFD),23.3143,
E02001961,16,Average yield per ticket (AFD),22.0966,
E02001962,16,Average yield per ticket (AFD),20.3473,
E02001963,16,Average yield per ticket (AFD),23.3746,
E02001964,16,Average yield per ticket (AFD),22.0842,
E02001965,16,Average yield per ticket (AFD),24.3598,
E02001966,16,Average yield per ticket (AFD),18.8346,
E02001967,16,Average yield per ticket (AFD),23.266,
E02001968,16,Average yield per ticket (AFD),21.1092,
E02001969,16,Average yield per ticket (AFD),19.9794,
E02001970,16,Average yield per ticket (AFD),23.2117,
E02001971,16,Average yield per ticket (AFD),21.8808,
E02001972,16,Average yield per ticket (AFD),18.1682,
E02001973,16,Average yield per ticket (AFD),20.8747,
E02001974,16,Average yield per ticket (AFD),21.4612,
E02001975,16,Average yield per ticket (AFD),22.0785,
E02001976,16,Average yield per ticket (AFD),22.2569,
E02001977,16,Average yield per ticket (AFD),19.9852,
E02001978,16,Average yield per ticket (AFD),22.4677,
E02001979,16,Average yield per ticket (AFD),22.1904,
E02001980,16,Average yield per ticket (AFD),23.2701,
E02001981,16,Average yield per ticket (AFD),19.4859,
E02001982,16,Average yield per ticket (AFD),23.155,
E02001983,16,Average yield per ticket (AFD),22.0924,
E02001984,16,Average yield per ticket (AFD),21.6558,
E02001985,16,Average yield per ticket (AFD),20.3936,
E02001986,16,Average yield per ticket (AFD),22.14,
E02001987,16,Average yield per ticket (AFD),18.1509,
E02001988,16,Average yield per ticket (AFD),20.4036,
E02001989,16,Average yield per ticket (AFD),20.4354,
E02001990,16,Average yield per ticket (AFD),23.0326,
E02001991,16,Average yield per ticket (AFD),20.7316,
E02001992,16,Average yield per ticket (AFD),22.5049,
E02001993,16,Average yield per ticket (AFD),20.4882,
E02001994,16,Average yield per ticket (AFD),21.2962,
E02001995,16,Average yield per ticket (AFD),22.229,
E02001996,16,Average yield per ticket (AFD),19.9585,
E02001997,16,Average yield per ticket (AFD),21.9308,
E02001998,16,Average yield per ticket (AFD),21.2374,
E02001999,16,Average yield per ticket (AFD),19.2857,
E02006805,16,Average yield per ticket (AFD),20.3722,
E02001958,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001959,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.4,
E02001961,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.4,
E02001962,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.9,
E02001963,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.3,
E02001964,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001965,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.2,
E02001966,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.8,
E02001967,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001968,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001969,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001970,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001971,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001972,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),2.3,
E02001973,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001974,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.2,
E02001975,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.3,
E02001976,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001977,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001978,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001979,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001980,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.7,
E02001981,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001982,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.2,
E02001983,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001984,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.4,
E02001985,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001986,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001987,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001988,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.9,
E02001989,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001990,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.1,
E02001991,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001992,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.2,
E02001993,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.8,
E02001994,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001995,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.4,
E02001996,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001997,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001998,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.8,
E02001999,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02006805,17,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001958,18,Avg. performances booked for per customer (AFD),2.1444333,
E02001959,18,Avg. performances booked for per customer (AFD),1.994612069,
E02001961,18,Avg. performances booked for per customer (AFD),1.837730871,
E02001962,18,Avg. performances booked for per customer (AFD),2.141414141,
E02001963,18,Avg. performances booked for per customer (AFD),1.993371212,
E02001964,18,Avg. performances booked for per customer (AFD),1.78267254,
E02001965,18,Avg. performances booked for per customer (AFD),1.821661238,
E02001966,18,Avg. performances booked for per customer (AFD),2.212244898,
E02001967,18,Avg. performances booked for per customer (AFD),2.28279703,
E02001968,18,Avg. performances booked for per customer (AFD),1.886308068,
E02001969,18,Avg. performances booked for per customer (AFD),1.892420538,
E02001970,18,Avg. performances booked for per customer (AFD),1.910290237,
E02001971,18,Avg. performances booked for per customer (AFD),2.27607362,
E02001972,18,Avg. performances booked for per customer (AFD),2.349489796,
E02001973,18,Avg. performances booked for per customer (AFD),1.920889988,
E02001974,18,Avg. performances booked for per customer (AFD),1.868131868,
E02001975,18,Avg. performances booked for per customer (AFD),1.845626072,
E02001976,18,Avg. performances booked for per customer (AFD),2.027290448,
E02001977,18,Avg. performances booked for per customer (AFD),1.888170055,
E02001978,18,Avg. performances booked for per customer (AFD),2.209302326,
E02001979,18,Avg. performances booked for per customer (AFD),2.129788898,
E02001980,18,Avg. performances booked for per customer (AFD),2.533090909,
E02001981,18,Avg. performances booked for per customer (AFD),1.802788845,
E02001982,18,Avg. performances booked for per customer (AFD),1.816282807,
E02001983,18,Avg. performances booked for per customer (AFD),2.288940359,
E02001984,18,Avg. performances booked for per customer (AFD),2.119684083,
E02001985,18,Avg. performances booked for per customer (AFD),1.871666667,
E02001986,18,Avg. performances booked for per customer (AFD),2.127731092,
E02001987,18,Avg. performances booked for per customer (AFD),2.447619048,
E02001988,18,Avg. performances booked for per customer (AFD),2.560165975,
E02001989,18,Avg. performances booked for per customer (AFD),2.110749186,
E02001990,18,Avg. performances booked for per customer (AFD),1.806703911,
E02001991,18,Avg. performances booked for per customer (AFD),2.743626571,
E02001992,18,Avg. performances booked for per customer (AFD),1.778185151,
E02001993,18,Avg. performances booked for per customer (AFD),2.46125908,
E02001994,18,Avg. performances booked for per customer (AFD),2.389185581,
E02001995,18,Avg. performances booked for per customer (AFD),1.99375975,
E02001996,18,Avg. performances booked for per customer (AFD),1.802345059,
E02001997,18,Avg. performances booked for per customer (AFD),2.669491525,
E02001998,18,Avg. performances booked for per customer (AFD),2.698269375,
E02001999,18,Avg. performances booked for per customer (AFD),2.454887218,
E02006805,18,Avg. performances booked for per customer (AFD),1.908333333,
E02001958,19,Children/Family (AFD Bookers at Cov Venues),147,
E02001959,19,Children/Family (AFD Bookers at Cov Venues),148,
E02001961,19,Children/Family (AFD Bookers at Cov Venues),114,
E02001962,19,Children/Family (AFD Bookers at Cov Venues),74,
E02001963,19,Children/Family (AFD Bookers at Cov Venues),154,
E02001964,19,Children/Family (AFD Bookers at Cov Venues),105,
E02001965,19,Children/Family (AFD Bookers at Cov Venues),189,
E02001966,19,Children/Family (AFD Bookers at Cov Venues),43,
E02001967,19,Children/Family (AFD Bookers at Cov Venues),286,
E02001968,19,Children/Family (AFD Bookers at Cov Venues),133,
E02001969,19,Children/Family (AFD Bookers at Cov Venues),133,
E02001970,19,Children/Family (AFD Bookers at Cov Venues),101,
E02001971,19,Children/Family (AFD Bookers at Cov Venues),221,
E02001972,19,Children/Family (AFD Bookers at Cov Venues),65,
E02001973,19,Children/Family (AFD Bookers at Cov Venues),116,
E02001974,19,Children/Family (AFD Bookers at Cov Venues),363,
E02001975,19,Children/Family (AFD Bookers at Cov Venues),201,
E02001976,19,Children/Family (AFD Bookers at Cov Venues),177,
E02001977,19,Children/Family (AFD Bookers at Cov Venues),140,
E02001978,19,Children/Family (AFD Bookers at Cov Venues),137,
E02001979,19,Children/Family (AFD Bookers at Cov Venues),230,
E02001980,19,Children/Family (AFD Bookers at Cov Venues),191,
E02001981,19,Children/Family (AFD Bookers at Cov Venues),56,
E02001982,19,Children/Family (AFD Bookers at Cov Venues),286,
E02001983,19,Children/Family (AFD Bookers at Cov Venues),247,
E02001984,19,Children/Family (AFD Bookers at Cov Venues),241,
E02001985,19,Children/Family (AFD Bookers at Cov Venues),60,
E02001986,19,Children/Family (AFD Bookers at Cov Venues),183,
E02001987,19,Children/Family (AFD Bookers at Cov Venues),127,
E02001988,19,Children/Family (AFD Bookers at Cov Venues),85,
E02001989,19,Children/Family (AFD Bookers at Cov Venues),155,
E02001990,19,Children/Family (AFD Bookers at Cov Venues),270,
E02001991,19,Children/Family (AFD Bookers at Cov Venues),411,
E02001992,19,Children/Family (AFD Bookers at Cov Venues),145,
E02001993,19,Children/Family (AFD Bookers at Cov Venues),153,
E02001994,19,Children/Family (AFD Bookers at Cov Venues),244,
E02001995,19,Children/Family (AFD Bookers at Cov Venues),166,
E02001996,19,Children/Family (AFD Bookers at Cov Venues),81,
E02001997,19,Children/Family (AFD Bookers at Cov Venues),310,
E02001998,19,Children/Family (AFD Bookers at Cov Venues),215,
E02001999,19,Children/Family (AFD Bookers at Cov Venues),195,
E02006805,19,Children/Family (AFD Bookers at Cov Venues),134,
E02001958,20,Children/Family (AFD-All Bookers),161,
E02001959,20,Children/Family (AFD-All Bookers),159,
