MSOA,Attribute,Value,%,DupValues+.01
E02001990,AFD-All_Audience Spectrum_Kaleidoscope Creativity,1,0.06%,0.0006
E02001991,AFD-All_Audience Spectrum_Kaleidoscope Creativity,5,0.18%,0.0018
E02001998,AFD-All_Audience Spectrum_Kaleidoscope Creativity,3,0.23%,0.0023
E02001971,AFD-All_Audience Spectrum_Kaleidoscope Creativity,4,0.35%,0.0035
E02001975,AFD-All_Audience Spectrum_Kaleidoscope Creativity,7,0.60%,0.006
E02001967,AFD-All_Audience Spectrum_Kaleidoscope Creativity,13,0.80%,0.008
E02001985,AFD-All_Audience Spectrum_Kaleidoscope Creativity,5,0.83%,0.0083
E02001987,AFD-All_Audience Spectrum_Kaleidoscope Creativity,15,0.84%,0.0084
E02001963,AFD-All_Audience Spectrum_Kaleidoscope Creativity,10,0.95%,0.0095
E02001959,AFD-All_Audience Spectrum_Kaleidoscope Creativity,9,0.97%,0.0097
E02001982,AFD-All_Audience Spectrum_Kaleidoscope Creativity,21,1.12%,0.0112
E02001970,AFD-All_Audience Spectrum_Kaleidoscope Creativity,10,1.32%,0.0132
E02001983,AFD-All_Audience Spectrum_Kaleidoscope Creativity,23,1.33%,0.0133
E02001974,AFD-All_Audience Spectrum_Kaleidoscope Creativity,29,1.45%,0.0145
E02001999,AFD-All_Audience Spectrum_Kaleidoscope Creativity,28,1.50%,0.015
E02001965,AFD-All_Audience Spectrum_Kaleidoscope Creativity,22,1.79%,0.0179
E02001997,AFD-All_Audience Spectrum_Kaleidoscope Creativity,35,1.98%,0.0198
E02001989,AFD-All_Audience Spectrum_Kaleidoscope Creativity,29,2.36%,0.0236
E02001984,AFD-All_Audience Spectrum_Kaleidoscope Creativity,48,2.92%,0.0292
E02001969,AFD-All_Audience Spectrum_Kaleidoscope Creativity,31,3.79%,0.0379
E02001976,AFD-All_Audience Spectrum_Kaleidoscope Creativity,40,3.90%,0.039
E02001994,AFD-All_Audience Spectrum_Kaleidoscope Creativity,68,4.54%,0.0454
E02001993,AFD-All_Audience Spectrum_Kaleidoscope Creativity,101,6.11%,0.0611
E02001988,AFD-All_Audience Spectrum_Kaleidoscope Creativity,76,6.31%,0.0631
E02006805,AFD-All_Audience Spectrum_Kaleidoscope Creativity,61,7.26%,0.0726
E02001995,AFD-All_Audience Spectrum_Kaleidoscope Creativity,98,7.64%,0.0764
E02001958,AFD-All_Audience Spectrum_Kaleidoscope Creativity,79,7.92%,0.0792
E02001992,AFD-All_Audience Spectrum_Kaleidoscope Creativity,95,8.71%,0.0871
E02001978,AFD-All_Audience Spectrum_Kaleidoscope Creativity,79,8.75%,0.0875
E02001973,AFD-All_Audience Spectrum_Kaleidoscope Creativity,72,8.90%,0.089
E02001964,AFD-All_Audience Spectrum_Kaleidoscope Creativity,65,9.54%,0.0954
E02001977,AFD-All_Audience Spectrum_Kaleidoscope Creativity,111,10.26%,0.1026
E02001968,AFD-All_Audience Spectrum_Kaleidoscope Creativity,85,10.39%,0.1039
E02001961,AFD-All_Audience Spectrum_Kaleidoscope Creativity,90,11.87%,0.1187
E02001962,AFD-All_Audience Spectrum_Kaleidoscope Creativity,60,12.12%,0.1212
E02001986,AFD-All_Audience Spectrum_Kaleidoscope Creativity,156,13.11%,0.1311
E02001996,AFD-All_Audience Spectrum_Kaleidoscope Creativity,120,20.10%,0.201
E02001981,AFD-All_Audience Spectrum_Kaleidoscope Creativity,102,20.32%,0.2032
E02001972,AFD-All_Audience Spectrum_Kaleidoscope Creativity,135,34.44%,0.3444
E02001966,AFD-All_Audience Spectrum_Kaleidoscope Creativity,138,56.33%,0.5633
E02001958,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0
E02001959,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001961,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001962,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001963,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001964,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001965,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001966,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001967,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001968,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001969,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001970,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001971,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001972,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001973,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001974,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001975,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001976,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001977,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001978,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001979,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001980,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001981,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001982,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001983,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001985,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001986,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001987,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001989,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001990,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001992,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001993,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001994,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001996,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001998,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02006805,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%,0.01
E02001984,AFD-All_Audience Spectrum_Metro-culturals,1,0.06%,0.0006
E02001995,AFD-All_Audience Spectrum_Metro-culturals,1,0.08%,0.0008
E02001997,AFD-All_Audience Spectrum_Metro-culturals,2,0.11%,0.0011
E02001999,AFD-All_Audience Spectrum_Metro-culturals,4,0.21%,0.0021
E02001991,AFD-All_Audience Spectrum_Metro-culturals,70,2.51%,0.0251
E02001988,AFD-All_Audience Spectrum_Metro-culturals,32,2.66%,0.0266
E02001976,AFD-All_Audience Spectrum_Total,1026,,1026
E02001963,AFD-All_Audience Spectrum_Total,1056,,1056
E02001977,AFD-All_Audience Spectrum_Total,1082,,1082
E02001992,AFD-All_Audience Spectrum_Total,1091,,1091
E02001971,AFD-All_Audience Spectrum_Total,1141,,1141
E02001975,AFD-All_Audience Spectrum_Total,1166,,1166
E02001986,AFD-All_Audience Spectrum_Total,1190,,1190
E02001988,AFD-All_Audience Spectrum_Total,1205,,1205
E02001965,AFD-All_Audience Spectrum_Total,1228,,1228
E02001989,AFD-All_Audience Spectrum_Total,1228,,1228.01
E02001979,AFD-All_Audience Spectrum_Total,1279,,1279
E02001995,AFD-All_Audience Spectrum_Total,1282,,1282
E02001998,AFD-All_Audience Spectrum_Total,1329,,1329
E02001980,AFD-All_Audience Spectrum_Total,1375,,1375
E02001994,AFD-All_Audience Spectrum_Total,1498,,1498
E02001967,AFD-All_Audience Spectrum_Total,1616,,1616
E02001984,AFD-All_Audience Spectrum_Total,1646,,1646
E02001993,AFD-All_Audience Spectrum_Total,1652,,1652
E02001983,AFD-All_Audience Spectrum_Total,1727,,1727
E02001997,AFD-All_Audience Spectrum_Total,1770,,1770
E02001987,AFD-All_Audience Spectrum_Total,1785,,1785
E02001990,AFD-All_Audience Spectrum_Total,1790,,1790
E02001999,AFD-All_Audience Spectrum_Total,1862,,1862
E02001982,AFD-All_Audience Spectrum_Total,1867,,1867
E02001974,AFD-All_Audience Spectrum_Total,2002,,2002
E02001966,AFD-All_Audience Spectrum_Total,245,,245
E02001991,AFD-All_Audience Spectrum_Total,2785,,2785
E02001972,AFD-All_Audience Spectrum_Total,392,,392
E02001962,AFD-All_Audience Spectrum_Total,495,,495
E02001981,AFD-All_Audience Spectrum_Total,502,,502
E02001996,AFD-All_Audience Spectrum_Total,597,,597
E02001985,AFD-All_Audience Spectrum_Total,600,,600
E02001964,AFD-All_Audience Spectrum_Total,681,,681
E02001961,AFD-All_Audience Spectrum_Total,758,,758
E02001970,AFD-All_Audience Spectrum_Total,758,,758.01
E02001973,AFD-All_Audience Spectrum_Total,809,,809
E02001968,AFD-All_Audience Spectrum_Total,818,,818
E02001969,AFD-All_Audience Spectrum_Total,818,,818.01
E02006805,AFD-All_Audience Spectrum_Total,840,,840
E02001978,AFD-All_Audience Spectrum_Total,903,,903
E02001959,AFD-All_Audience Spectrum_Total,928,,928
E02001958,AFD-All_Audience Spectrum_Total,997,,997
E02001966,AFD-All_Audience Spectrum_Trips & Treats,1,0.41%,0.0041
E02001981,AFD-All_Audience Spectrum_Trips & Treats,3,0.60%,0.006
E02001972,AFD-All_Audience Spectrum_Trips & Treats,8,2.04%,0.0204
E02001985,AFD-All_Audience Spectrum_Trips & Treats,20,3.33%,0.0333
E02001997,AFD-All_Audience Spectrum_Trips & Treats,60,3.39%,0.0339
E02001987,AFD-All_Audience Spectrum_Trips & Treats,78,4.37%,0.0437
E02001988,AFD-All_Audience Spectrum_Trips & Treats,67,5.56%,0.0556
E02001991,AFD-All_Audience Spectrum_Trips & Treats,159,5.71%,0.0571
E02001977,AFD-All_Audience Spectrum_Trips & Treats,70,6.47%,0.0647
E02001999,AFD-All_Audience Spectrum_Trips & Treats,138,7.41%,0.0741
E02001993,AFD-All_Audience Spectrum_Trips & Treats,131,7.93%,0.0793
E02001996,AFD-All_Audience Spectrum_Trips & Treats,55,9.21%,0.0921
E02001973,AFD-All_Audience Spectrum_Trips & Treats,82,10.14%,0.1014
E02001961,AFD-All_Audience Spectrum_Trips & Treats,84,11.08%,0.1108
E02001962,AFD-All_Audience Spectrum_Trips & Treats,57,11.52%,0.1152
E02001964,AFD-All_Audience Spectrum_Trips & Treats,90,13.22%,0.1322
E02006805,AFD-All_Audience Spectrum_Trips & Treats,135,16.07%,0.1607
E02001969,AFD-All_Audience Spectrum_Trips & Treats,133,16.26%,0.1626
E02001986,AFD-All_Audience Spectrum_Trips & Treats,211,17.73%,0.1773
E02001998,AFD-All_Audience Spectrum_Trips & Treats,256,19.26%,0.1926
E02001967,AFD-All_Audience Spectrum_Trips & Treats,341,21.10%,0.211
E02001980,AFD-All_Audience Spectrum_Trips & Treats,292,21.24%,0.2124
E02001968,AFD-All_Audience Spectrum_Trips & Treats,178,21.76%,0.2176
E02001995,AFD-All_Audience Spectrum_Trips & Treats,286,22.31%,0.2231
E02001992,AFD-All_Audience Spectrum_Trips & Treats,257,23.56%,0.2356
E02001958,AFD-All_Audience Spectrum_Trips & Treats,265,26.58%,0.2658
E02001994,AFD-All_Audience Spectrum_Trips & Treats,443,29.57%,0.2957
E02001982,AFD-All_Audience Spectrum_Trips & Treats,558,29.89%,0.2989
E02001965,AFD-All_Audience Spectrum_Trips & Treats,458,37.30%,0.373
E02001990,AFD-All_Audience Spectrum_Trips & Treats,696,38.88%,0.3888
E02001970,AFD-All_Audience Spectrum_Trips & Treats,304,40.11%,0.4011
E02001983,AFD-All_Audience Spectrum_Trips & Treats,749,43.37%,0.4337
E02001963,AFD-All_Audience Spectrum_Trips & Treats,465,44.03%,0.4403
E02001978,AFD-All_Audience Spectrum_Trips & Treats,401,44.41%,0.4441
E02001976,AFD-All_Audience Spectrum_Trips & Treats,456,44.44%,0.4444
E02001989,AFD-All_Audience Spectrum_Trips & Treats,552,44.95%,0.4495
E02001979,AFD-All_Audience Spectrum_Trips & Treats,595,46.52%,0.4652
E02001984,AFD-All_Audience Spectrum_Trips & Treats,775,47.08%,0.4708
E02001959,AFD-All_Audience Spectrum_Trips & Treats,439,47.31%,0.4731
E02001974,AFD-All_Audience Spectrum_Trips & Treats,975,48.70%,0.487
E02001971,AFD-All_Audience Spectrum_Trips & Treats,619,54.25%,0.5425
E02001975,AFD-All_Audience Spectrum_Trips & Treats,716,61.41%,0.6141
E02001999,AFD-All_Audience Spectrum_Up Our Street,22,1.18%,0.0118
E02001997,AFD-All_Audience Spectrum_Up Our Street,21,1.19%,0.0119
E02001991,AFD-All_Audience Spectrum_Up Our Street,45,1.62%,0.0162
E02001998,AFD-All_Audience Spectrum_Up Our Street,22,1.66%,0.0166
E02001967,AFD-All_Audience Spectrum_Up Our Street,48,2.97%,0.0297
E02001987,AFD-All_Audience Spectrum_Up Our Street,87,4.87%,0.0487
E02001982,AFD-All_Audience Spectrum_Up Our Street,105,5.62%,0.0562
E02001980,AFD-All_Audience Spectrum_Up Our Street,81,5.89%,0.0589
E02001988,AFD-All_Audience Spectrum_Up Our Street,94,7.80%,0.078
E02001990,AFD-All_Audience Spectrum_Up Our Street,140,7.82%,0.0782
E02001979,AFD-All_Audience Spectrum_Up Our Street,114,8.91%,0.0891
E02001974,AFD-All_Audience Spectrum_Up Our Street,180,8.99%,0.0899
E02001994,AFD-All_Audience Spectrum_Up Our Street,152,10.15%,0.1015
E02001993,AFD-All_Audience Spectrum_Up Our Street,168,10.17%,0.1017
E02001983,AFD-All_Audience Spectrum_Up Our Street,198,11.46%,0.1146
E02001986,AFD-All_Audience Spectrum_Up Our Street,142,11.93%,0.1193
E02001963,AFD-All_Audience Spectrum_Up Our Street,140,13.26%,0.1326
E02001964,AFD-All_Audience Spectrum_Up Our Street,92,13.51%,0.1351
E02001989,AFD-All_Audience Spectrum_Up Our Street,170,13.84%,0.1384
E02001996,AFD-All_Audience Spectrum_Up Our Street,83,13.90%,0.139
E02001965,AFD-All_Audience Spectrum_Up Our Street,181,14.74%,0.1474
E02001971,AFD-All_Audience Spectrum_Up Our Street,180,15.78%,0.1578
E02001959,AFD-All_Audience Spectrum_Up Our Street,148,15.95%,0.1595
E02001976,AFD-All_Audience Spectrum_Up Our Street,170,16.57%,0.1657
E02001966,AFD-All_Audience Spectrum_Up Our Street,41,16.73%,0.1673
E02001977,AFD-All_Audience Spectrum_Up Our Street,184,17.01%,0.1701
E02001975,AFD-All_Audience Spectrum_Up Our Street,223,19.13%,0.1913
E02001992,AFD-All_Audience Spectrum_Up Our Street,219,20.07%,0.2007
E02001984,AFD-All_Audience Spectrum_Up Our Street,344,20.90%,0.209
E02001972,AFD-All_Audience Spectrum_Up Our Street,86,21.94%,0.2194
E02001961,AFD-All_Audience Spectrum_Up Our Street,171,22.56%,0.2256
E02006805,AFD-All_Audience Spectrum_Up Our Street,195,23.21%,0.2321
E02001970,AFD-All_Audience Spectrum_Up Our Street,188,24.80%,0.248
E02001978,AFD-All_Audience Spectrum_Up Our Street,233,25.80%,0.258
E02001981,AFD-All_Audience Spectrum_Up Our Street,130,25.90%,0.259
E02001962,AFD-All_Audience Spectrum_Up Our Street,129,26.06%,0.2606
E02001985,AFD-All_Audience Spectrum_Up Our Street,168,28.00%,0.28
E02001958,AFD-All_Audience Spectrum_Up Our Street,296,29.69%,0.2969
E02001968,AFD-All_Audience Spectrum_Up Our Street,243,29.71%,0.2971
E02001995,AFD-All_Audience Spectrum_Up Our Street,406,31.67%,0.3167
E02001973,AFD-All_Audience Spectrum_Up Our Street,265,32.76%,0.3276
E02001969,AFD-All_Audience Spectrum_Up Our Street,272,33.25%,0.3325
E02001966,AFD-All_Bookers per artform_Children/Family,45,0.57%,0.0057
E02001981,AFD-All_Bookers per artform_Children/Family,62,0.78%,0.0078
E02001985,AFD-All_Bookers per artform_Children/Family,66,0.83%,0.0083
E02001972,AFD-All_Bookers per artform_Children/Family,70,0.88%,0.0088
E02001962,AFD-All_Bookers per artform_Children/Family,82,1.04%,0.0104
E02001996,AFD-All_Bookers per artform_Children/Family,88,1.11%,0.0111
E02001988,AFD-All_Bookers per artform_Children/Family,91,1.15%,0.0115
E02001964,AFD-All_Bookers per artform_Children/Family,109,1.38%,0.0138
E02001970,AFD-All_Bookers per artform_Children/Family,119,1.50%,0.015
E02001961,AFD-All_Bookers per artform_Children/Family,121,1.53%,0.0153
E02001973,AFD-All_Bookers per artform_Children/Family,124,1.57%,0.0157
E02001969,AFD-All_Bookers per artform_Children/Family,141,1.78%,0.0178
E02001968,AFD-All_Bookers per artform_Children/Family,143,1.81%,0.0181
E02001987,AFD-All_Bookers per artform_Children/Family,144,1.82%,0.0182
E02006805,AFD-All_Bookers per artform_Children/Family,144,1.82%,0.0282
E02001977,AFD-All_Bookers per artform_Children/Family,147,1.86%,0.0186
E02001978,AFD-All_Bookers per artform_Children/Family,147,1.86%,0.0286
E02001959,AFD-All_Bookers per artform_Children/Family,159,2.01%,0.0201
E02001958,AFD-All_Bookers per artform_Children/Family,161,2.03%,0.0203
E02001992,AFD-All_Bookers per artform_Children/Family,162,2.05%,0.0205
E02001989,AFD-All_Bookers per artform_Children/Family,168,2.12%,0.0212
E02001963,AFD-All_Bookers per artform_Children/Family,174,2.20%,0.022
E02001993,AFD-All_Bookers per artform_Children/Family,174,2.20%,0.032
E02001995,AFD-All_Bookers per artform_Children/Family,185,2.34%,0.0234
E02001976,AFD-All_Bookers per artform_Children/Family,196,2.48%,0.0248
E02001980,AFD-All_Bookers per artform_Children/Family,208,2.63%,0.0263
E02001986,AFD-All_Bookers per artform_Children/Family,208,2.63%,0.0363
E02001965,AFD-All_Bookers per artform_Children/Family,209,2.64%,0.0264
E02001999,AFD-All_Bookers per artform_Children/Family,211,2.67%,0.0267
E02001975,AFD-All_Bookers per artform_Children/Family,214,2.70%,0.027
E02001971,AFD-All_Bookers per artform_Children/Family,234,2.96%,0.0296
E02001998,AFD-All_Bookers per artform_Children/Family,235,2.97%,0.0297
E02001979,AFD-All_Bookers per artform_Children/Family,248,3.13%,0.0313
E02001984,AFD-All_Bookers per artform_Children/Family,258,3.26%,0.0326
E02001994,AFD-All_Bookers per artform_Children/Family,268,3.39%,0.0339
E02001983,AFD-All_Bookers per artform_Children/Family,270,3.41%,0.0341
E02001990,AFD-All_Bookers per artform_Children/Family,295,3.73%,0.0373
E02001967,AFD-All_Bookers per artform_Children/Family,313,3.95%,0.0395
E02001982,AFD-All_Bookers per artform_Children/Family,331,4.18%,0.0418
E02001997,AFD-All_Bookers per artform_Children/Family,345,4.36%,0.0436
E02001974,AFD-All_Bookers per artform_Children/Family,395,4.99%,0.0499
E02001991,AFD-All_Bookers per artform_Children/Family,453,5.72%,0.0572
E02001966,AFD-All_Bookers per artform_Christmas Show,43,0.44%,0.0044
E02001972,AFD-All_Bookers per artform_Christmas Show,80,0.82%,0.0082
E02001985,AFD-All_Bookers per artform_Christmas Show,96,0.99%,0.0099
E02001962,AFD-All_Bookers per artform_Christmas Show,99,1.02%,0.0102
E02001981,AFD-All_Bookers per artform_Christmas Show,99,1.02%,0.0202
E02001988,AFD-All_Bookers per artform_Christmas Show,137,1.41%,0.0141
E02001996,AFD-All_Bookers per artform_Christmas Show,144,1.48%,0.0148
E02001964,AFD-All_Bookers per artform_Christmas Show,151,1.56%,0.0156
E02001987,AFD-All_Bookers per artform_Christmas Show,153,1.58%,0.0158
E02001970,AFD-All_Bookers per artform_Christmas Show,157,1.62%,0.0162
E02001973,AFD-All_Bookers per artform_Christmas Show,165,1.70%,0.017
E02001978,AFD-All_Bookers per artform_Christmas Show,185,1.91%,0.0191
E02001968,AFD-All_Bookers per artform_Christmas Show,186,1.92%,0.0192
E02001961,AFD-All_Bookers per artform_Christmas Show,188,1.94%,0.0194
E02001977,AFD-All_Bookers per artform_Christmas Show,189,1.95%,0.0195
E02001958,AFD-All_Bookers per artform_Christmas Show,195,2.01%,0.0201
E02001969,AFD-All_Bookers per artform_Christmas Show,197,2.03%,0.0203
E02001959,AFD-All_Bookers per artform_Christmas Show,201,2.07%,0.0207
E02001999,AFD-All_Bookers per artform_Christmas Show,201,2.07%,0.0307
E02001976,AFD-All_Bookers per artform_Christmas Show,207,2.13%,0.0213
E02001986,AFD-All_Bookers per artform_Christmas Show,210,2.16%,0.0216
E02001989,AFD-All_Bookers per artform_Christmas Show,231,2.38%,0.0238
E02006805,AFD-All_Bookers per artform_Christmas Show,233,2.40%,0.024
E02001995,AFD-All_Bookers per artform_Christmas Show,235,2.42%,0.0242
E02001963,AFD-All_Bookers per artform_Christmas Show,244,2.51%,0.0251
E02001965,AFD-All_Bookers per artform_Christmas Show,245,2.52%,0.0252
E02001992,AFD-All_Bookers per artform_Christmas Show,245,2.52%,0.0352
E02001993,AFD-All_Bookers per artform_Christmas Show,251,2.59%,0.0259
E02001971,AFD-All_Bookers per artform_Christmas Show,257,2.65%,0.0265
E02001998,AFD-All_Bookers per artform_Christmas Show,261,2.69%,0.0269
E02001975,AFD-All_Bookers per artform_Christmas Show,264,2.72%,0.0272
E02001979,AFD-All_Bookers per artform_Christmas Show,284,2.93%,0.0293
E02001994,AFD-All_Bookers per artform_Christmas Show,299,3.08%,0.0308
E02001984,AFD-All_Bookers per artform_Christmas Show,312,3.21%,0.0321
E02001980,AFD-All_Bookers per artform_Christmas Show,321,3.31%,0.0331
E02001983,AFD-All_Bookers per artform_Christmas Show,329,3.39%,0.0339
E02001967,AFD-All_Bookers per artform_Christmas Show,349,3.60%,0.036
E02001990,AFD-All_Bookers per artform_Christmas Show,372,3.83%,0.0383
E02001982,AFD-All_Bookers per artform_Christmas Show,386,3.98%,0.0398
E02001974,AFD-All_Bookers per artform_Christmas Show,425,4.38%,0.0438
E02001997,AFD-All_Bookers per artform_Christmas Show,429,4.42%,0.0442
E02001991,AFD-All_Bookers per artform_Christmas Show,450,4.64%,0.0464
E02001966,AFD-All_Bookers per artform_Contemporary Visual Arts,0,0.00%,0
E02001970,AFD-All_Bookers per artform_Contemporary Visual Arts,0,0.00%,0.01
E02001972,AFD-All_Bookers per artform_Contemporary Visual Arts,0,0.00%,0.01
E02001973,AFD-All_Bookers per artform_Contemporary Visual Arts,0,0.00%,0.01
