MSOA,Attribute,Value,%
E02001975,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.3,
E02001976,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001977,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001978,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001979,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001980,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.7,
E02001981,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001982,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.2,
E02001983,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001984,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.4,
E02001985,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001986,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001987,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001988,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.9,
E02001989,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001990,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.1,
E02001991,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001992,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.2,
E02001993,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.8,
E02001994,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02001995,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.4,
E02001996,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001997,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001998,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.8,
E02001999,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.6,
E02006805,Avg. performances booked for per customer (AFD Bookers at Cov Venues),1.5,
E02001958,Avg. performances booked for per customer (AFD),2.1444333,
E02001959,Avg. performances booked for per customer (AFD),1.994612069,
E02001961,Avg. performances booked for per customer (AFD),1.837730871,
E02001962,Avg. performances booked for per customer (AFD),2.141414141,
E02001963,Avg. performances booked for per customer (AFD),1.993371212,
E02001964,Avg. performances booked for per customer (AFD),1.78267254,
E02001965,Avg. performances booked for per customer (AFD),1.821661238,
E02001966,Avg. performances booked for per customer (AFD),2.212244898,
E02001967,Avg. performances booked for per customer (AFD),2.28279703,
E02001968,Avg. performances booked for per customer (AFD),1.886308068,
E02001969,Avg. performances booked for per customer (AFD),1.892420538,
E02001970,Avg. performances booked for per customer (AFD),1.910290237,
E02001971,Avg. performances booked for per customer (AFD),2.27607362,
E02001972,Avg. performances booked for per customer (AFD),2.349489796,
E02001973,Avg. performances booked for per customer (AFD),1.920889988,
E02001974,Avg. performances booked for per customer (AFD),1.868131868,
E02001975,Avg. performances booked for per customer (AFD),1.845626072,
E02001976,Avg. performances booked for per customer (AFD),2.027290448,
E02001977,Avg. performances booked for per customer (AFD),1.888170055,
E02001978,Avg. performances booked for per customer (AFD),2.209302326,
E02001979,Avg. performances booked for per customer (AFD),2.129788898,
E02001980,Avg. performances booked for per customer (AFD),2.533090909,
E02001981,Avg. performances booked for per customer (AFD),1.802788845,
E02001982,Avg. performances booked for per customer (AFD),1.816282807,
E02001983,Avg. performances booked for per customer (AFD),2.288940359,
E02001984,Avg. performances booked for per customer (AFD),2.119684083,
E02001985,Avg. performances booked for per customer (AFD),1.871666667,
E02001986,Avg. performances booked for per customer (AFD),2.127731092,
E02001987,Avg. performances booked for per customer (AFD),2.447619048,
E02001988,Avg. performances booked for per customer (AFD),2.560165975,
E02001989,Avg. performances booked for per customer (AFD),2.110749186,
E02001990,Avg. performances booked for per customer (AFD),1.806703911,
E02001991,Avg. performances booked for per customer (AFD),2.743626571,
E02001992,Avg. performances booked for per customer (AFD),1.778185151,
E02001993,Avg. performances booked for per customer (AFD),2.46125908,
E02001994,Avg. performances booked for per customer (AFD),2.389185581,
E02001995,Avg. performances booked for per customer (AFD),1.99375975,
E02001996,Avg. performances booked for per customer (AFD),1.802345059,
E02001997,Avg. performances booked for per customer (AFD),2.669491525,
E02001998,Avg. performances booked for per customer (AFD),2.698269375,
E02001999,Avg. performances booked for per customer (AFD),2.454887218,
E02006805,Avg. performances booked for per customer (AFD),1.908333333,
E02001958,Ballet (TGI),507,7.55%
E02001959,Ballet (TGI),465,8.08%
E02001961,Ballet (TGI),406,6.17%
E02001962,Ballet (TGI),396,7.57%
E02001963,Ballet (TGI),437,8.34%
E02001964,Ballet (TGI),445,6.02%
E02001965,Ballet (TGI),579,8.24%
E02001966,Ballet (TGI),503,9.68%
E02001967,Ballet (TGI),636,10.74%
E02001968,Ballet (TGI),448,7.16%
E02001969,Ballet (TGI),364,6.81%
E02001970,Ballet (TGI),439,8.74%
E02001971,Ballet (TGI),425,8.40%
E02001972,Ballet (TGI),761,9.11%
E02001973,Ballet (TGI),529,7.50%
E02001974,Ballet (TGI),791,9.69%
E02001975,Ballet (TGI),520,7.98%
E02001976,Ballet (TGI),549,8.41%
E02001977,Ballet (TGI),908,11.11%
E02001978,Ballet (TGI),498,9.06%
E02001979,Ballet (TGI),456,9.12%
E02001980,Ballet (TGI),554,10.29%
E02001981,Ballet (TGI),1212,11.56%
E02001982,Ballet (TGI),601,8.41%
E02001983,Ballet (TGI),627,9.49%
E02001984,Ballet (TGI),734,8.57%
E02001985,Ballet (TGI),1038,12.79%
E02001986,Ballet (TGI),498,7.40%
E02001987,Ballet (TGI),802,13.08%
E02001988,Ballet (TGI),1579,16.40%
E02001989,Ballet (TGI),471,8.77%
E02001990,Ballet (TGI),731,8.87%
E02001991,Ballet (TGI),1174,14.47%
E02001992,Ballet (TGI),545,6.57%
E02001993,Ballet (TGI),678,10.34%
E02001994,Ballet (TGI),684,9.60%
E02001995,Ballet (TGI),824,10.20%
E02001996,Ballet (TGI),342,5.97%
E02001997,Ballet (TGI),936,12.44%
E02001998,Ballet (TGI),592,11.39%
E02001999,Ballet (TGI),2138,18.39%
E02006805,Ballet (TGI),500,6.91%
E02001958,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001959,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001961,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001962,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001963,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001964,Career Climbers (ACORN variance from Coventry overall),,0.90%
E02001965,Career Climbers (ACORN variance from Coventry overall),,-2.00%
E02001966,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001967,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001968,Career Climbers (ACORN variance from Coventry overall),,0.10%
E02001969,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001970,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001971,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001972,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001973,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001974,Career Climbers (ACORN variance from Coventry overall),,-0.50%
E02001975,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001976,Career Climbers (ACORN variance from Coventry overall),,0.10%
E02001977,Career Climbers (ACORN variance from Coventry overall),,-0.10%
E02001978,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001979,Career Climbers (ACORN variance from Coventry overall),,0.70%
E02001980,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001981,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001982,Career Climbers (ACORN variance from Coventry overall),,-11.10%
E02001983,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001984,Career Climbers (ACORN variance from Coventry overall),,0.10%
E02001985,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001986,Career Climbers (ACORN variance from Coventry overall),,1.20%
E02001987,Career Climbers (ACORN variance from Coventry overall),,0.90%
E02001988,Career Climbers (ACORN variance from Coventry overall),,1.00%
E02001989,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001990,Career Climbers (ACORN variance from Coventry overall),,0.20%
E02001991,Career Climbers (ACORN variance from Coventry overall),,-4.10%
E02001992,Career Climbers (ACORN variance from Coventry overall),,0.10%
E02001993,Career Climbers (ACORN variance from Coventry overall),,-1.20%
E02001994,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001995,Career Climbers (ACORN variance from Coventry overall),,-0.60%
E02001996,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001997,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02001998,Career Climbers (ACORN variance from Coventry overall),,0.70%
E02001999,Career Climbers (ACORN variance from Coventry overall),,1.70%
E02006805,Career Climbers (ACORN variance from Coventry overall),,0.20%
E02001958,Career Climbers (ACORN),,0.00%
E02001959,Career Climbers (ACORN),,0.00%
E02001961,Career Climbers (ACORN),,0.00%
E02001962,Career Climbers (ACORN),,0.00%
E02001963,Career Climbers (ACORN),,0.00%
E02001964,Career Climbers (ACORN),,0.90%
E02001965,Career Climbers (ACORN),,3.80%
E02001966,Career Climbers (ACORN),,0.00%
E02001967,Career Climbers (ACORN),,0.00%
E02001968,Career Climbers (ACORN),,1.70%
E02001969,Career Climbers (ACORN),,0.00%
E02001970,Career Climbers (ACORN),,0.00%
E02001971,Career Climbers (ACORN),,0.00%
E02001972,Career Climbers (ACORN),,0.00%
E02001973,Career Climbers (ACORN),,0.00%
E02001974,Career Climbers (ACORN),,2.30%
E02001975,Career Climbers (ACORN),,0.00%
E02001976,Career Climbers (ACORN),,1.60%
E02001977,Career Climbers (ACORN),,1.90%
E02001978,Career Climbers (ACORN),,0.00%
E02001979,Career Climbers (ACORN),,1.00%
E02001980,Career Climbers (ACORN),,0.00%
E02001981,Career Climbers (ACORN),,0.00%
E02001982,Career Climbers (ACORN),,12.90%
E02001983,Career Climbers (ACORN),,0.00%
E02001984,Career Climbers (ACORN),,1.70%
E02001985,Career Climbers (ACORN),,0.00%
E02001986,Career Climbers (ACORN),,0.50%
E02001987,Career Climbers (ACORN),,0.80%
E02001988,Career Climbers (ACORN),,0.70%
E02001989,Career Climbers (ACORN),,0.00%
E02001990,Career Climbers (ACORN),,1.50%
E02001991,Career Climbers (ACORN),,5.80%
E02001992,Career Climbers (ACORN),,1.60%
E02001993,Career Climbers (ACORN),,3.00%
E02001994,Career Climbers (ACORN),,0.00%
E02001995,Career Climbers (ACORN),,2.40%
E02001996,Career Climbers (ACORN),,0.00%
E02001997,Career Climbers (ACORN),,0.00%
E02001998,Career Climbers (ACORN),,1.10%
E02001999,Career Climbers (ACORN),,0.00%
E02006805,Career Climbers (ACORN),,1.50%
E02001958,Children 0-15 estimate 2019,"1,619",20%
E02001959,Children 0-15 estimate 2019,"1,431",21%
E02001961,Children 0-15 estimate 2019,"2,067",24%
E02001962,Children 0-15 estimate 2019,"1,968",27%
E02001963,Children 0-15 estimate 2019,"1,126",18%
E02001964,Children 0-15 estimate 2019,"3,156",31%
E02001965,Children 0-15 estimate 2019,"1,611",19%
E02001966,Children 0-15 estimate 2019,"2,248",29%
E02001967,Children 0-15 estimate 2019,"1,187",18%
E02001968,Children 0-15 estimate 2019,"2,151",26%
E02001969,Children 0-15 estimate 2019,"1,584",22%
E02001970,Children 0-15 estimate 2019,"1,143",19%
E02001971,Children 0-15 estimate 2019,"1,301",21%
E02001972,Children 0-15 estimate 2019,"3,472",28%
E02001973,Children 0-15 estimate 2019,"2,107",23%
E02001974,Children 0-15 estimate 2019,"1,926",20%
E02001975,Children 0-15 estimate 2019,"1,846",22%
E02001976,Children 0-15 estimate 2019,"1,606",20%
E02001977,Children 0-15 estimate 2019,"1,975",17%
E02001978,Children 0-15 estimate 2019,"1,367",19%
E02001979,Children 0-15 estimate 2019,"1,112",19%
E02001980,Children 0-15 estimate 2019,844,14%
E02001981,Children 0-15 estimate 2019,"2,895",18%
E02001982,Children 0-15 estimate 2019,"1,675",19%
E02001983,Children 0-15 estimate 2019,"1,495",18%
E02001984,Children 0-15 estimate 2019,"2,118",19%
E02001985,Children 0-15 estimate 2019,"1,226",10%
E02001986,Children 0-15 estimate 2019,"1,906",22%
E02001987,Children 0-15 estimate 2019,777,11%
E02001988,Children 0-15 estimate 2019,"1,142",7%
E02001989,Children 0-15 estimate 2019,"1,314",20%
E02001990,Children 0-15 estimate 2019,"1,652",18%
E02001991,Children 0-15 estimate 2019,"1,219",14%
E02001992,Children 0-15 estimate 2019,"2,665",25%
E02001993,Children 0-15 estimate 2019,"1,738",20%
E02001994,Children 0-15 estimate 2019,"1,774",20%
E02001995,Children 0-15 estimate 2019,"2,058",19%
E02001996,Children 0-15 estimate 2019,"1,907",26%
E02001997,Children 0-15 estimate 2019,"1,561",18%
E02001998,Children 0-15 estimate 2019,"1,089",19%
E02001999,Children 0-15 estimate 2019,818,8%
E02006805,Children 0-15 estimate 2019,"2,409",25%
E02001958,Children/Family (AFD Bookers at Cov Venues),147,
E02001959,Children/Family (AFD Bookers at Cov Venues),148,
E02001961,Children/Family (AFD Bookers at Cov Venues),114,
E02001962,Children/Family (AFD Bookers at Cov Venues),74,
E02001963,Children/Family (AFD Bookers at Cov Venues),154,
E02001964,Children/Family (AFD Bookers at Cov Venues),105,
E02001965,Children/Family (AFD Bookers at Cov Venues),189,
E02001966,Children/Family (AFD Bookers at Cov Venues),43,
E02001967,Children/Family (AFD Bookers at Cov Venues),286,
E02001968,Children/Family (AFD Bookers at Cov Venues),133,
E02001969,Children/Family (AFD Bookers at Cov Venues),133,
E02001970,Children/Family (AFD Bookers at Cov Venues),101,
E02001971,Children/Family (AFD Bookers at Cov Venues),221,
E02001972,Children/Family (AFD Bookers at Cov Venues),65,
E02001973,Children/Family (AFD Bookers at Cov Venues),116,
E02001974,Children/Family (AFD Bookers at Cov Venues),363,
E02001975,Children/Family (AFD Bookers at Cov Venues),201,
E02001976,Children/Family (AFD Bookers at Cov Venues),177,
E02001977,Children/Family (AFD Bookers at Cov Venues),140,
E02001978,Children/Family (AFD Bookers at Cov Venues),137,
E02001979,Children/Family (AFD Bookers at Cov Venues),230,
E02001980,Children/Family (AFD Bookers at Cov Venues),191,
E02001981,Children/Family (AFD Bookers at Cov Venues),56,
E02001982,Children/Family (AFD Bookers at Cov Venues),286,
E02001983,Children/Family (AFD Bookers at Cov Venues),247,
E02001984,Children/Family (AFD Bookers at Cov Venues),241,
E02001985,Children/Family (AFD Bookers at Cov Venues),60,
E02001986,Children/Family (AFD Bookers at Cov Venues),183,
E02001987,Children/Family (AFD Bookers at Cov Venues),127,
E02001988,Children/Family (AFD Bookers at Cov Venues),85,
E02001989,Children/Family (AFD Bookers at Cov Venues),155,
E02001990,Children/Family (AFD Bookers at Cov Venues),270,
E02001991,Children/Family (AFD Bookers at Cov Venues),411,
E02001992,Children/Family (AFD Bookers at Cov Venues),145,
E02001993,Children/Family (AFD Bookers at Cov Venues),153,
E02001994,Children/Family (AFD Bookers at Cov Venues),244,
E02001995,Children/Family (AFD Bookers at Cov Venues),166,
E02001996,Children/Family (AFD Bookers at Cov Venues),81,
E02001997,Children/Family (AFD Bookers at Cov Venues),310,
E02001998,Children/Family (AFD Bookers at Cov Venues),215,
