MSOA,Attribute,Value,%
E02001961,AFD-Coventry_Bookers per artform_Film,10,0.22%
E02001961,AFD-Coventry_Bookers per artform_General Entertainment,103,1.15%
E02001961,AFD-Coventry_Bookers per artform_Literature,0,0.00%
E02001961,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001961,AFD-Coventry_Bookers per artform_Music,162,1.40%
E02001961,AFD-Coventry_Bookers per artform_Musical Theatre,137,1.41%
E02001961,AFD-Coventry_Bookers per artform_Other Artforms,2,0.39%
E02001961,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%
E02001961,AFD-Coventry_Bookers per artform_Plays/Drama,134,1.23%
E02001961,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001961,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001961,AFD-Coventry_Bookers per artform_Workshops,12,1.59%
E02001961,AFD-Coventry_Performances_Number of performances,821,1.42%
E02001961,AFD-Coventry_Performances_Avg. performances booked for per customer,1.413080895,
E02001961,AFD-Coventry_Yield_Average yield per ticket,19.1581,
E02001961,AFD-Coventry_Bookers per artform_Total income,69620.79,
E02001961,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001961,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001961,AFD-Coventry_Audience Spectrum_Experience Seekers,0,0.00%
E02001961,AFD-Coventry_Audience Spectrum_Dormitory Dependables,7,1.20%
E02001961,AFD-Coventry_Audience Spectrum_Trips & Treats,64,11.02%
E02001961,AFD-Coventry_Audience Spectrum_Home & Heritage,2,0.34%
E02001961,AFD-Coventry_Audience Spectrum_Up Our Street,135,23.24%
E02001961,AFD-Coventry_Audience Spectrum_Facebook Families,241,41.48%
E02001961,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,74,12.74%
E02001961,AFD-Coventry_Audience Spectrum_Heydays,58,9.98%
E02001961,AFD-Coventry_Audience Spectrum_Total,581,1.50%
E02001961,Index of Multiple Deprivation (IMD) Score,45.04767836,
E02001961,Income Score (rate),0.281251575,
E02001961,Employment Score (rate),0.121920054,
E02001961,"Education, Skills and Training Score",45.88299271,
E02001961,Health Deprivation and Disability Score,0.960079946,
E02001961,Crime Score,0.620269245,
E02001961,Barriers to Housing and Services Score,23.04857754,
E02001961,Living Environment Score,35.21904238,
E02001961,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.081043371,
E02001961,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.054922402,
E02001961,Children and Young People Sub-domain Score,0.74331657,
E02001961,Adult Skills Sub-domain Score,0.4731269,
E02001961,Geographical Barriers Sub-domain Score,-0.542372297,
E02001961,Wider Barriers Sub-domain Score,2.17072989,
E02001961,Indoors Sub-domain Score,0.709279254,
E02001961,Outdoors Sub-domain Score,0.569237489,
E02001962,Adults 15+ estimate 2018,5229,1.80%
E02001962,Household estimate 2018,2637,1.82%
E02001962,Population estimate 2018,7127,2.00%
E02001962,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001962,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001962,Segmentation_Audience Spectrum_Experience Seekers,0,0.00%
E02001962,Segmentation_Audience Spectrum_Dormitory Dependables,0,0.00%
E02001962,Segmentation_Audience Spectrum_Trips & Treats,422,8.32%
E02001962,Segmentation_Audience Spectrum_Home & Heritage,0,0.00%
E02001962,Segmentation_Audience Spectrum_Up Our Street,664,13.08%
E02001962,Segmentation_Audience Spectrum_Facebook Families,3525,69.46%
E02001962,Segmentation_Audience Spectrum_Kaleidoscope Creativity,438,8.63%
E02001962,Segmentation_Audience Spectrum segment_Heydays,26,0.51%
E02001962,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,5075,
E02001962,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001962,Segmentation_MOSAIC_B Prestige Positions ,0,0.00%
E02001962,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001962,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001962,Segmentation_MOSAIC_E Senior Security ,0,0.00%
E02001962,Segmentation_MOSAIC_F Suburban Stability ,0,0.00%
E02001962,Segmentation_MOSAIC_G Domestic Success ,0,0.00%
E02001962,Segmentation_MOSAIC_H Aspiring Homemakers ,143,2.73%
E02001962,Segmentation_MOSAIC_I Family Basics ,1915,36.62%
E02001962,Segmentation_MOSAIC_J Transient Renters ,1346,25.74%
E02001962,Segmentation_MOSAIC_K Municipal Tenants,59,1.13%
E02001962,Segmentation_MOSAIC_L Vintage Value ,459,8.78%
E02001962,Segmentation_MOSAIC_M Modest Traditions ,404,7.73%
E02001962,Segmentation_MOSAIC_N Urban Cohesion ,903,17.27%
E02001962,Segmentation_MOSAIC_O Rental Hubs ,0,0.00%
E02001962,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001962,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,5229,
E02001962,TGI-Leisure_Art galleries,960,18.36%
E02001962,TGI-Leisure_Art gallery once a month or more,33,0.63%
E02001962,TGI-Leisure_Ballet,396,7.57%
E02001962,TGI-Leisure_Classical concerts,498,9.52%
E02001962,TGI-Leisure_Comedy Shows,1030,19.70%
E02001962,TGI-Leisure_Contemp-orary dance,388,7.42%
E02001962,TGI-Leisure_Jazz concerts,370,7.08%
E02001962,TGI-Leisure_Opera,277,5.30%
E02001962,TGI-Leisure_Plays,1017,19.45%
E02001962,TGI-Leisure_Popular/rock concert,1618,30.94%
E02001962,TGI-Leisure_Theatre,1549,29.62%
E02001962,TGI-Leisure_Theatre once a month or more,105,2.01%
E02001962,TGI-Leisure_Museums,1107,21.17%
E02001962,TGI-Leisure_Archaeological sites,217,4.15%
E02001962,TGI-Leisure_Stately homes/ castles,982,18.78%
E02001962,TGI-Leisure_Cinema_Ever go to the cinema,3913,74.83%
E02001962,TGI-Leisure_Cinema_Go every two or three months,764,14.61%
E02001962,TGI-Leisure_Cinema_Go once or more a month,784,14.99%
E02001962,TGI-Leisure_Cinema_Never go,1316,25.17%
E02001962,TGI-Leisure_Adults 15+ estimate 2018,5229,
E02001962,TGI-Media_Daily Express,78,1.49%
E02001962,TGI-Media_Daily Mail,142,2.72%
E02001962,TGI-Media_Daily Mirror,113,2.16%
E02001962,TGI-Media_Daily Record,6,0.11%
E02001962,TGI-Media_Daily Star,89,1.70%
E02001962,TGI-Media_Daily Telegraph,38,0.73%
E02001962,TGI-Media_Financial Times,16,0.31%
E02001962,TGI-Media_The Guardian,44,0.84%
E02001962,TGI-Media_i (newspaper),37,0.71%
E02001962,TGI-Media_The Sun,356,6.81%
E02001962,TGI-Media_The Times,59,1.13%
E02001962,TGI-Media_Adults 15+ estimate 2018,5229,
E02001962,AFD-All_Number of Bookers,495,0.99%
E02001962,AFD-All_Tickets Issued,3711,0.80%
E02001962,AFD-All_No of venues visited_1,368,1.09%
E02001962,AFD-All_No of venues visited_2,87,0.89%
E02001962,AFD-All_No of venues visited_3,28,0.77%
E02001962,AFD-All_No of venues visited_4,10,0.70%
E02001962,AFD-All_No of venues visited_5,1,0.16%
E02001962,AFD-All_No of venues visited_6,1,0.38%
E02001962,AFD-All_No of venues visited_7,0,0.00%
E02001962,AFD-All_No of venues visited_8,0,0.00%
E02001962,AFD-All_No of venues visited_9,0,0.00%
E02001962,AFD-All_No of venues visited_10,0,0.00%
E02001962,AFD-All_No of venues visited_More than 10,0,0.00%
E02001962,AFD-All_No of venues visited_Average,1.367676768,136.77%
E02001962,AFD-All_Bookers per artform_Children/Family,82,1.04%
E02001962,AFD-All_Bookers per artform_Christmas Show,99,1.02%
E02001962,AFD-All_Bookers per artform_Contemporary Visual Arts,1,0.51%
E02001962,AFD-All_Bookers per artform_Dance,66,0.93%
E02001962,AFD-All_Bookers per artform_Film,16,0.31%
E02001962,AFD-All_Bookers per artform_General Entertainment,103,0.95%
E02001962,AFD-All_Bookers per artform_Literature,5,1.65%
E02001962,AFD-All_Bookers per artform_Museums/Heritage,29,0.97%
E02001962,AFD-All_Bookers per artform_Music,124,0.80%
E02001962,AFD-All_Bookers per artform_Musical Theatre,145,0.96%
E02001962,AFD-All_Bookers per artform_Other Artforms,5,0.59%
E02001962,AFD-All_Bookers per artform_Outdoor Arts,1,0.49%
E02001962,AFD-All_Bookers per artform_Plays/Drama,115,0.79%
E02001962,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001962,AFD-All_Bookers per artform_Uncoded,14,0.99%
E02001962,AFD-All_Bookers per artform_Workshops,8,0.85%
E02001962,AFD-All_Performances_Number of performances,1060,0.98%
E02001962,AFD-All_Performances_Avg. performances booked for per customer,2.141414141,214.14%
E02001962,AFD-All_Yield_Average yield per ticket,20.3473,2034.73%
E02001962,AFD-All_Bookers per artform_Total income,72619.58,0.75%
E02001962,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001962,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001962,AFD-All_Audience Spectrum_Experience Seekers,0,0.00%
E02001962,AFD-All_Audience Spectrum_Dormitory Dependables,2,0.40%
E02001962,AFD-All_Audience Spectrum_Trips & Treats,57,11.52%
E02001962,AFD-All_Audience Spectrum_Home & Heritage,2,0.40%
E02001962,AFD-All_Audience Spectrum_Up Our Street,129,26.06%
E02001962,AFD-All_Audience Spectrum_Facebook Families,212,42.83%
E02001962,AFD-All_Audience Spectrum_Kaleidoscope Creativity,60,12.12%
E02001962,AFD-All_Audience Spectrum_Heydays,33,6.67%
E02001962,AFD-All_Audience Spectrum_Total,495,
E02001962,AFD-Coventry_Number of Bookers,370,0.95%
E02001962,AFD-Coventry_Tickets Issued,2670,0.83%
E02001962,AFD-Coventry_No of venues visited_1,327,1.00%
E02001962,AFD-Coventry_No of venues visited_2,43,0.71%
E02001962,AFD-Coventry_No of venues visited_Average,1.116216216,111.62%
E02001962,AFD-Coventry_Bookers per artform_Children/Family,74,1.02%
E02001962,AFD-Coventry_Bookers per artform_Christmas Show,92,1.11%
E02001962,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,0,0.00%
E02001962,AFD-Coventry_Bookers per artform_Dance,38,0.88%
E02001962,AFD-Coventry_Bookers per artform_Film,11,0.24%
E02001962,AFD-Coventry_Bookers per artform_General Entertainment,83,0.92%
E02001962,AFD-Coventry_Bookers per artform_Literature,0,0.00%
E02001962,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001962,AFD-Coventry_Bookers per artform_Music,88,0.76%
E02001962,AFD-Coventry_Bookers per artform_Musical Theatre,96,0.99%
E02001962,AFD-Coventry_Bookers per artform_Other Artforms,3,0.59%
E02001962,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%
E02001962,AFD-Coventry_Bookers per artform_Plays/Drama,95,0.87%
E02001962,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001962,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001962,AFD-Coventry_Bookers per artform_Workshops,6,0.80%
E02001962,AFD-Coventry_Performances_Number of performances,688,1.19%
E02001962,AFD-Coventry_Performances_Avg. performances booked for per customer,1.859459459,
E02001962,AFD-Coventry_Yield_Average yield per ticket,17.0976,
E02001962,AFD-Coventry_Bookers per artform_Total income,44060.68,
E02001962,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001962,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001962,AFD-Coventry_Audience Spectrum_Experience Seekers,0,0.00%
E02001962,AFD-Coventry_Audience Spectrum_Dormitory Dependables,1,0.27%
E02001962,AFD-Coventry_Audience Spectrum_Trips & Treats,41,11.08%
E02001962,AFD-Coventry_Audience Spectrum_Home & Heritage,2,0.54%
E02001962,AFD-Coventry_Audience Spectrum_Up Our Street,103,27.84%
E02001962,AFD-Coventry_Audience Spectrum_Facebook Families,159,42.97%
E02001962,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,39,10.54%
E02001962,AFD-Coventry_Audience Spectrum_Heydays,25,6.76%
E02001962,AFD-Coventry_Audience Spectrum_Total,370,0.95%
E02001962,Index of Multiple Deprivation (IMD) Score,37.15013203,
E02001962,Income Score (rate),0.24711089,
E02001962,Employment Score (rate),0.088361541,
E02001962,"Education, Skills and Training Score",42.64458478,
E02001962,Health Deprivation and Disability Score,0.682714045,
E02001962,Crime Score,0.192264053,
E02001962,Barriers to Housing and Services Score,21.23232333,
E02001962,Living Environment Score,41.25182371,
E02001962,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.080636545,
E02001962,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.041958952,
E02001962,Children and Young People Sub-domain Score,0.77860775,
E02001962,Adult Skills Sub-domain Score,0.44024215,
E02001962,Geographical Barriers Sub-domain Score,-0.619414765,
E02001962,Wider Barriers Sub-domain Score,2.164065401,
E02001962,Indoors Sub-domain Score,0.957441722,
E02001962,Outdoors Sub-domain Score,0.535920202,
E02001963,Adults 15+ estimate 2018,5238,1.81%
E02001963,Household estimate 2018,2642,1.82%
E02001963,Population estimate 2018,6372,1.78%
E02001963,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001963,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,25,0.48%
E02001963,Segmentation_Audience Spectrum_Experience Seekers,0,0.00%
E02001963,Segmentation_Audience Spectrum_Dormitory Dependables,1100,21.11%
E02001963,Segmentation_Audience Spectrum_Trips & Treats,2282,43.78%
E02001963,Segmentation_Audience Spectrum_Home & Heritage,748,14.35%
E02001963,Segmentation_Audience Spectrum_Up Our Street,317,6.08%
E02001963,Segmentation_Audience Spectrum_Facebook Families,201,3.86%
E02001963,Segmentation_Audience Spectrum_Kaleidoscope Creativity,102,1.96%
E02001963,Segmentation_Audience Spectrum segment_Heydays,437,8.38%
E02001963,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,5212,
E02001963,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001963,Segmentation_MOSAIC_B Prestige Positions ,25,0.48%
E02001963,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001963,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001963,Segmentation_MOSAIC_E Senior Security ,994,18.98%
E02001963,Segmentation_MOSAIC_F Suburban Stability ,835,15.94%
E02001963,Segmentation_MOSAIC_G Domestic Success ,144,2.75%
E02001963,Segmentation_MOSAIC_H Aspiring Homemakers ,1447,27.63%
E02001963,Segmentation_MOSAIC_I Family Basics ,310,5.92%
E02001963,Segmentation_MOSAIC_J Transient Renters ,148,2.83%
E02001963,Segmentation_MOSAIC_K Municipal Tenants,140,2.67%
E02001963,Segmentation_MOSAIC_L Vintage Value ,477,9.11%
E02001963,Segmentation_MOSAIC_M Modest Traditions ,718,13.71%
E02001963,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001963,Segmentation_MOSAIC_O Rental Hubs ,0,0.00%
E02001963,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001963,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,5238,
E02001963,TGI-Leisure_Art galleries,1107,21.13%
E02001963,TGI-Leisure_Art gallery once a month or more,31,0.59%
E02001963,TGI-Leisure_Ballet,437,8.34%
E02001963,TGI-Leisure_Classical concerts,534,10.19%
E02001963,TGI-Leisure_Comedy Shows,1163,22.20%
E02001963,TGI-Leisure_Contemp-orary dance,286,5.46%
E02001963,TGI-Leisure_Jazz concerts,341,6.51%
E02001963,TGI-Leisure_Opera,283,5.40%
E02001963,TGI-Leisure_Plays,1335,25.49%
E02001963,TGI-Leisure_Popular/rock concert,1783,34.04%
E02001963,TGI-Leisure_Theatre,1989,37.97%
E02001963,TGI-Leisure_Theatre once a month or more,73,1.39%
E02001963,TGI-Leisure_Museums,1049,20.03%
E02001963,TGI-Leisure_Archaeological sites,211,4.03%
E02001963,TGI-Leisure_Stately homes/ castles,1081,20.64%
E02001963,TGI-Leisure_Cinema_Ever go to the cinema,3858,73.65%
E02001963,TGI-Leisure_Cinema_Go every two or three months,738,14.09%
E02001963,TGI-Leisure_Cinema_Go once or more a month,621,11.86%
E02001963,TGI-Leisure_Cinema_Never go,1380,26.35%
E02001963,TGI-Leisure_Adults 15+ estimate 2018,5238,
E02001963,TGI-Media_Daily Express,117,2.23%
E02001963,TGI-Media_Daily Mail,255,4.87%
E02001963,TGI-Media_Daily Mirror,104,1.99%
E02001963,TGI-Media_Daily Record,5,0.10%
E02001963,TGI-Media_Daily Star,69,1.32%
E02001963,TGI-Media_Daily Telegraph,73,1.39%
E02001963,TGI-Media_Financial Times,6,0.11%
E02001963,TGI-Media_The Guardian,48,0.92%
E02001963,TGI-Media_i (newspaper),46,0.88%
E02001963,TGI-Media_The Sun,317,6.05%
E02001963,TGI-Media_The Times,64,1.22%
E02001963,TGI-Media_Adults 15+ estimate 2018,5238,
E02001963,AFD-All_Number of Bookers,1056,2.12%
E02001963,AFD-All_Tickets Issued,9953,2.14%
E02001963,AFD-All_No of venues visited_1,718,2.12%
E02001963,AFD-All_No of venues visited_2,222,2.28%
E02001963,AFD-All_No of venues visited_3,73,2.01%
E02001963,AFD-All_No of venues visited_4,27,1.89%
E02001963,AFD-All_No of venues visited_5,7,1.15%
E02001963,AFD-All_No of venues visited_6,4,1.50%
E02001963,AFD-All_No of venues visited_7,1,0.75%
E02001963,AFD-All_No of venues visited_8,2,3.08%
E02001963,AFD-All_No of venues visited_9,0,0.00%
E02001963,AFD-All_No of venues visited_10,1,3.57%
E02001963,AFD-All_No of venues visited_More than 10,1,1.82%
E02001963,AFD-All_No of venues visited_Average,1.510416667,151.04%
E02001963,AFD-All_Bookers per artform_Children/Family,174,2.20%
E02001963,AFD-All_Bookers per artform_Christmas Show,244,2.51%
E02001963,AFD-All_Bookers per artform_Contemporary Visual Arts,1,0.51%
E02001963,AFD-All_Bookers per artform_Dance,157,2.21%
E02001963,AFD-All_Bookers per artform_Film,32,0.63%
E02001963,AFD-All_Bookers per artform_General Entertainment,210,1.94%
E02001963,AFD-All_Bookers per artform_Literature,3,0.99%
E02001963,AFD-All_Bookers per artform_Museums/Heritage,64,2.15%
E02001963,AFD-All_Bookers per artform_Music,356,2.30%
E02001963,AFD-All_Bookers per artform_Musical Theatre,397,2.62%
E02001963,AFD-All_Bookers per artform_Other Artforms,10,1.17%
E02001963,AFD-All_Bookers per artform_Outdoor Arts,3,1.47%
E02001963,AFD-All_Bookers per artform_Plays/Drama,308,2.12%
E02001963,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001963,AFD-All_Bookers per artform_Uncoded,22,1.55%
E02001963,AFD-All_Bookers per artform_Workshops,9,0.96%
E02001963,AFD-All_Performances_Number of performances,2105,1.95%
E02001963,AFD-All_Performances_Avg. performances booked for per customer,1.993371212,199.34%
E02001963,AFD-All_Yield_Average yield per ticket,23.3746,2337.46%
E02001963,AFD-All_Bookers per artform_Total income,220867.21,2.29%
E02001963,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001963,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,13,1.23%
E02001963,AFD-All_Audience Spectrum_Experience Seekers,0,0.00%
E02001963,AFD-All_Audience Spectrum_Dormitory Dependables,234,22.16%
E02001963,AFD-All_Audience Spectrum_Trips & Treats,465,44.03%
E02001963,AFD-All_Audience Spectrum_Home & Heritage,111,10.51%
E02001963,AFD-All_Audience Spectrum_Up Our Street,140,13.26%
E02001963,AFD-All_Audience Spectrum_Facebook Families,54,5.11%
E02001963,AFD-All_Audience Spectrum_Kaleidoscope Creativity,10,0.95%
E02001963,AFD-All_Audience Spectrum_Heydays,29,2.75%
E02001963,AFD-All_Audience Spectrum_Total,1056,
E02001963,AFD-Coventry_Number of Bookers,835,2.15%
E02001963,AFD-Coventry_Tickets Issued,7115,2.20%
E02001963,AFD-Coventry_No of venues visited_1,724,2.22%
E02001963,AFD-Coventry_No of venues visited_2,111,1.82%
E02001963,AFD-Coventry_No of venues visited_Average,1.132934132,113.29%
E02001963,AFD-Coventry_Bookers per artform_Children/Family,154,2.13%
E02001963,AFD-Coventry_Bookers per artform_Christmas Show,209,2.52%
E02001963,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,0,0.00%
