GeographyID,GeographyName,GeographyDescription,GeographyType,FamilyHub,PCD,OA11,LSOA11,MSOA,Ward,LTLA18CD,UTLA18CD,LAUA,CAUTH,REGION,CTRY,LAT,LONG,WestMidlandsPolice,WestMidlandsPoliceImpactAreas,PrimaryCareNetwork,CCG18CD
E38000143,NHS Salford CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000144,NHS Sandwell And West Birmingham CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000145,NHS Scarborough And Ryedale CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000146,NHS Sheffield CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000147,NHS Shropshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000150,NHS Somerset CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000151,NHS South Cheshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000152,NHS South Devon And Torbay CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000153,NHS South East Staffs And Seisdon Peninsular CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000154,NHS South Eastern Hampshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000156,NHS South Kent Coast CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000157,NHS South Lincolnshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000161,NHS South Sefton CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000162,NHS South Tees CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000163,NHS South Tyneside CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000164,NHS South Warwickshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000165,NHS South West Lincolnshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000166,NHS South Worcestershire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000167,NHS Southampton CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000168,NHS Southend CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000169,NHS Southern Derbyshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000170,NHS Southport And Formby CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000171,NHS Southwark CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000172,NHS St Helens CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000173,NHS Stafford And Surrounds CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000174,NHS Stockport CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000175,NHS Stoke On Trent CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000176,NHS Sunderland CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000177,NHS Surrey Downs CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000178,NHS Surrey Heath CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000179,NHS Sutton CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000180,NHS Swale CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000181,NHS Swindon CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000182,NHS Tameside And Glossop CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000183,NHS Telford And Wrekin CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000184,NHS Thanet CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000185,NHS Thurrock CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000186,NHS Tower Hamlets CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000187,NHS Trafford CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000188,NHS Vale Of York CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000189,NHS Vale Royal CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000190,NHS Wakefield CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000191,NHS Walsall CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000192,NHS Waltham Forest CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000193,NHS Wandsworth CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000194,NHS Warrington CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000195,NHS Warwickshire North CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000196,NHS West Cheshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000197,NHS West Essex CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000198,NHS West Hampshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000199,NHS West Kent CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000200,NHS West Lancashire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000201,NHS West Leicestershire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000202,NHS West London (K&C & QPP) CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000203,NHS West Norfolk CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000204,NHS West Suffolk CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000205,NHS Wigan Borough CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000206,NHS Wiltshire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000208,NHS Wirral CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000210,NHS Wolverhampton CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000211,NHS Wyre Forest CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000212,NHS Newcastle And Gateshead CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000213,NHS Coastal West Sussex CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000214,NHS Guildford and Waverley CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000215,NHS North Cumbria CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000217,NHS Manchester CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000218,NHS Norwich CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000219,NHS South Norfolk CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000220,"NHS Birmingham and Solihull CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000221,"NHS Berkshire West CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000223,"NHS Buckinghamshire CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000224,"NHS East Berkshire CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000225,"NHS Leeds CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000226,NHS Fylde & Wyre CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000227,NHS Greater Preston CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000228,NHS Morecambe Bay CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000003,NHS Aylesbury Vale CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000012,NHS Birmingham Crosscity CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000013,NHS Birmingham South And Central CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000017,NHS Bracknell And Ascot CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000022,NHS Bristol CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000033,NHS Chiltern CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000060,NHS Fylde & Wyre CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000065,NHS Greater Preston CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000094,NHS Leeds North CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000095,NHS Leeds South And East CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000096,NHS Leeds West CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000110,NHS Newbury And District CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000114,NHS North & West Reading CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000125,NHS North Somerset CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000148,NHS Slough CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000149,NHS Solihull CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000155,NHS South Gloucestershire CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000160,NHS South Reading CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000207,"NHS Windsor, Ascot And Maidenhead CCG",,CCG,,,,,,,,,,,,,,,,,,
E38000209,NHS Wokingham CCG,,CCG,,,,,,,,,,,,,,,,,,
E38000216,NHS Morecambe Bay CCG,,CCG,,,,,,,,,,,,,,,,,,
A81001,The Densham Surgery,,GP,,,,,,,,,,,,,,,,,,
A81002,Queens Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81004,Bluebell Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81005,Springwood Surgery,,GP,,,,,,,,,,,,,,,,,,
A81006,Tennant Street Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81007,Bankhouse Surgery,,GP,,,,,,,,,,,,,,,,,,
A81009,Village Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81011,Chadwick Practice,,GP,,,,,,,,,,,,,,,,,,
A81012,Westbourne Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81013,Brotton Surgery,,GP,,,,,,,,,,,,,,,,,,
A81014,Queenstree Practice,,GP,,,,,,,,,,,,,,,,,,
A81015,Lagan Surgery,,GP,,,,,,,,,,,,,,,,,,
A81016,Park Surgery,,GP,,,,,,,,,,,,,,,,,,
A81017,Woodbridge Practice,,GP,,,,,,,,,,,,,,,,,,
A81018,Bentley Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81019,Crossfell Health Centre,,GP,,,,,,,,,,,,,,,,,,
A81020,Martonside Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81021,Normanby Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81022,Hillside Practice,,GP,,,,,,,,,,,,,,,,,,
A81023,The Endeavour Practice,,GP,,,,,,,,,,,,,,,,,,
A81025,The Dovecot Surgery,,GP,,,,,,,,,,,,,,,,,,
A81026,The Linthorpe Surgery,,GP,,,,,,,,,,,,,,,,,,
A81027,Yarm Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81029,Prospect Surgery,,GP,,,,,,,,,,,,,,,,,,
A81030,Borough Road & Nunthorpe Medical Group,,GP,,,,,,,,,,,,,,,,,,
A81031,Havelock Grange Practice,,GP,,,,,,,,,,,,,,,,,,
A81032,The Garth,,GP,,,,,,,,,,,,,,,,,,
A81034,Thornaby & Barwick Medical Group,,GP,,,,,,,,,,,,,,,,,,
A81035,Newlands Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81036,Norton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81037,The Erimus Practice,,GP,,,,,,,,,,,,,,,,,,
A81038,Hirsel Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81039,Eaglescliffe Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81040,Marsh House Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81041,Hart Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81042,South Grange Medical Group Practice,,GP,,,,,,,,,,,,,,,,,,
A81043,The Manor House Surgery,,GP,,,,,,,,,,,,,,,,,,
A81044,Mckenzie House Surgery,,GP,,,,,,,,,,,,,,,,,,
A81045,The Coatham Road Surgery,,GP,,,,,,,,,,,,,,,,,,
A81046,Woodlands Family Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81048,Zetland Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81049,Kings Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81051,Cambridge Medical Group,,GP,,,,,,,,,,,,,,,,,,
A81052,The Green House Surgery,,GP,,,,,,,,,,,,,,,,,,
A81053,Woodside Surgery,,GP,,,,,,,,,,,,,,,,,,
A81054,The Saltscar Surgery,,GP,,,,,,,,,,,,,,,,,,
A81056,Melrose Surgery,,GP,,,,,,,,,,,,,,,,,,
A81057,Kingsway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81058,Coulby Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81060,The Koh Practice,,GP,,,,,,,,,,,,,,,,,,
A81063,The Headland Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81064,The Discovery Practice,,GP,,,,,,,,,,,,,,,,,,
A81065,The Eston Surgery,,GP,,,,,,,,,,,,,,,,,,
A81066,Park Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
A81067,Alma Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81070,Mckenzie Group Practice,,GP,,,,,,,,,,,,,,,,,,
A81602,Dr Rasool,,GP,,,,,,,,,,,,,,,,,,
A81608,Elm Tree Surgery,,GP,,,,,,,,,,,,,,,,,,
A81610,The Roseberry Practice,,GP,,,,,,,,,,,,,,,,,,
A81611,Parkway Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A81612,The Patel Practice,,GP,,,,,,,,,,,,,,,,,,
A81618,Huntcliff Surgery,,GP,,,,,,,,,,,,,,,,,,
A81621,Thorntree Surgery,,GP,,,,,,,,,,,,,,,,,,
A81622,Gladstone House Surgery,,GP,,,,,,,,,,,,,,,,,,
A81629,Riverside Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A81630,Foundations,,GP,,,,,,,,,,,,,,,,,,
A81631,West View Millenium Surgery A,,GP,,,,,,,,,,,,,,,,,,
A81633,Foundations -Harris Street,,GP,,,,,,,,,,,,,,,,,,
A81634,The Arrival Practice,,GP,,,,,,,,,,,,,,,,,,
A82003,Ulverston Health Centre (Murray),,GP,,,,,,,,,,,,,,,,,,
A82004,Alston Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82005,Ambleside Health Centre,,GP,,,,,,,,,,,,,,,,,,
A82006,Appleby Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82007,Duke Street Surgery,,GP,,,,,,,,,,,,,,,,,,
A82008,Norwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A82009,Bridgegate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A82010,Abbey Road Surgery,,GP,,,,,,,,,,,,,,,,,,
A82012,Brampton Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82013,Upper Eden Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82014,Caldbeck Surgery,,GP,,,,,,,,,,,,,,,,,,
A82015,Warwick Road Surgery,,GP,,,,,,,,,,,,,,,,,,
A82016,Carlisle Healthcare,,GP,,,,,,,,,,,,,,,,,,
A82018,Spencer St Surgery,,GP,,,,,,,,,,,,,,,,,,
A82019,Fusehill Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82020,Eden Medical Group,,GP,,,,,,,,,,,,,,,,,,
A82021,Castlegate and Derwent Surgery,,GP,,,,,,,,,,,,,,,,,,
A82022,Dalston Medical Group,,GP,,,,,,,,,,,,,,,,,,
A82023,Distington Surgery,,GP,,,,,,,,,,,,,,,,,,
A82024,Seascale Health Centre,,GP,,,,,,,,,,,,,,,,,,
A82025,Captain French Surgery,,GP,,,,,,,,,,,,,,,,,,
A82026,The James Cochrane Pract.,,GP,,,,,,,,,,,,,,,,,,
A82027,Station House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82028,Castlehead Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A82029,The Croft Surgery,,GP,,,,,,,,,,,,,,,,,,
A82030,Lunesdale Surgery,,GP,,,,,,,,,,,,,,,,,,
A82031,Shap Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82032,Maryport Health Services,,GP,,,,,,,,,,,,,,,,,,
A82033,Waterloo House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82034,Stoneleigh Surgery,,GP,,,,,,,,,,,,,,,,,,
A82035,Birbeck Medical Group,,GP,,,,,,,,,,,,,,,,,,
A82036,The Lakes Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82037,Silloth Group Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82038,Temple Sowerby Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82039,Dalton Surgery,,GP,,,,,,,,,,,,,,,,,,
A82041,Lowther Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A82044,Fellview Healthcare Ltd,,GP,,,,,,,,,,,,,,,,,,
A82045,Wigton Group Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82046,Windermere Health Centre,,GP,,,,,,,,,,,,,,,,,,
A82047,James Street Group Pract,,GP,,,,,,,,,,,,,,,,,,
A82048,Beechwood Group Practice,,GP,,,,,,,,,,,,,,,,,,
A82049,Orchard House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82050,Oxford Street Surgery,,GP,,,,,,,,,,,,,,,,,,
A82053,Nutwood Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82055,Aspatria Medical Group,,GP,,,,,,,,,,,,,,,,,,
A82058,Queen Street Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82060,Whitehaven Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A82062,Atkinson Health Centre,,GP,,,,,,,,,,,,,,,,,,
A82064,Westcroft House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82065,Peninsula Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82068,Ulverston Community Health Centre,,GP,,,,,,,,,,,,,,,,,,
A82070,St.Mary's Surgery,,GP,,,,,,,,,,,,,,,,,,
A82071,Burnett Edgar Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
A82072,Risedale Surgery,,GP,,,,,,,,,,,,,,,,,,
A82074,Arnside Surgery,,GP,,,,,,,,,,,,,,,,,,
A82075,Mansion House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82077,Liverpool House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82608,Sedbergh Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82613,Wraysdale House Surgery,,GP,,,,,,,,,,,,,,,,,,
A82617,Kirkoswald Surgery,,GP,,,,,,,,,,,,,,,,,,
A82620,Glenridding Health Centre,,GP,,,,,,,,,,,,,,,,,,
A82621,Askam Surgery,,GP,,,,,,,,,,,,,,,,,,
A82623,Solway Health Services,,GP,,,,,,,,,,,,,,,,,,
A82629,The Family Practice,,GP,,,,,,,,,,,,,,,,,,
A82631,Court Thorn Surgery,,GP,,,,,,,,,,,,,,,,,,
A82646,Longtown Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A82647,Cartmel Surgery,,GP,,,,,,,,,,,,,,,,,,
A82650,Haverthwaite Surgery,,GP,,,,,,,,,,,,,,,,,,
A82651,Duddon Valley Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A82654,Warwick Square Group Practice,,GP,,,,,,,,,,,,,,,,,,
A83001,St andrew's Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83003,Willington Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83004,Avenue Family Practice,,GP,,,,,,,,,,,,,,,,,,
A83005,Whinfield Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83006,Orchard Court Surgery,,GP,,,,,,,,,,,,,,,,,,
A83007,Blackhall and Peterlee Practice,,GP,,,,,,,,,,,,,,,,,,
A83008,Hallgarth Surgery,,GP,,,,,,,,,,,,,,,,,,
A83009,Bridge End Surgery,,GP,,,,,,,,,,,,,,,,,,
A83010,Moorlands Surgery,,GP,,,,,,,,,,,,,,,,,,
A83011,Claypath & University Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83012,William Brown Centre,,GP,,,,,,,,,,,,,,,,,,
A83013,Neasham Road Surgery,,GP,,,,,,,,,,,,,,,,,,
A83014,Belmont & Sherburn Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83015,Station View Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83016,Tanfield View Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83017,Phoenix Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83018,Consett Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83019,Station Road Surgery,,GP,,,,,,,,,,,,,,,,,,
A83020,North House Surgery,,GP,,,,,,,,,,,,,,,,,,
A83021,Auckland Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83022,The Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83023,Stanley Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83024,West Rainton Surgery,,GP,,,,,,,,,,,,,,,,,,
A83025,Bishopgate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83026,Sacriston Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83027,Coxhoe Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83028,Middle Chare Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83029,Great Lumley Surgery,,GP,,,,,,,,,,,,,,,,,,
A83030,Dunelm Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83031,Carmel Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83032,Woodview Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83033,Pelton & Fellrose Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83034,Blacketts Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83035,The Weardale Practice,,GP,,,,,,,,,,,,,,,,,,
A83036,Chastleton Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83037,Bewick Crescent Surgery,,GP,,,,,,,,,,,,,,,,,,
A83038,Cedars Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83040,Clifton Court Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83041,Murton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83042,Dr Simpson & Partners,,GP,,,,,,,,,,,,,,,,,,
A83043,Old Forge Surgery,,GP,,,,,,,,,,,,,,,,,,
A83044,The Horden Group Practice,,GP,,,,,,,,,,,,,,,,,,
A83045,Ferryhill and Chilton Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83046,Barnard Castle Surgery,,GP,,,,,,,,,,,,,,,,,,
A83047,Denmark Street Surgery,,GP,,,,,,,,,,,,,,,,,,
A83048,Rockliffe Court Surgery,,GP,,,,,,,,,,,,,,,,,,
A83049,Queens Road Surgery,,GP,,,,,,,,,,,,,,,,,,
A83050,Cestria Health Centre,,GP,,,,,,,,,,,,,,,,,,
A83051,Marlborough Surgery,,GP,,,,,,,,,,,,,,,,,,
A83052,Bishops Close Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83054,Skerne Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83055,Cheveley Park Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
A83057,Shinwell Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83060,Pinfold Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83061,Gainford Surgery,,GP,,,,,,,,,,,,,,,,,,
A83066,Jubilee Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83070,St George's Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83071,The New Seaham Medical Group,,GP,,,,,,,,,,,,,,,,,,
A83072,Lanchester Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83073,Drs Lambert & Ng,,GP,,,,,,,,,,,,,,,,,,
A83074,Pease Way Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83075,Deneside Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83076,Dipton Surgery,,GP,,,,,,,,,,,,,,,,,,
A83603,Oxford Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83610,Wingate Medical Practice Intrahealth,,GP,,,,,,,,,,,,,,,,,,
A83616,Shotton Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83617,Browney House Surgery,,GP,,,,,,,,,,,,,,,,,,
A83618,Oakfields Health Group,,GP,,,,,,,,,,,,,,,,,,
A83619,Southdene Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83622,The Haven Surgery,,GP,,,,,,,,,,,,,,,,,,
A83626,Evenwood Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A83627,Silverdale Family Practice,,GP,,,,,,,,,,,,,,,,,,
A83630,Denholm House,,GP,,,,,,,,,,,,,,,,,,
A83632,Craghead Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83634,West Cornforth Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83635,Bowburn Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A83636,Leadgate Surgery,,GP,,,,,,,,,,,,,,,,,,
A83637,Gardiner Crescent,,GP,,,,,,,,,,,,,,,,,,
A83641,Parkgate Surgery,,GP,,,,,,,,,,,,,,,,,,
A83644,Annfield Plain Surgery,,GP,,,,,,,,,,,,,,,,,,
A84002,The Rothbury Practice,,GP,,,,,,,,,,,,,,,,,,
A84003,Lintonville Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84005,Bedlingtonshire Med.Group,,GP,,,,,,,,,,,,,,,,,,
A84006,Alnwick Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84007,Ponteland Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84008,Belford Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A84009,Railway Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84011,White Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84013,The Gables Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84014,Marine Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84015,Laburnum Surgery,,GP,,,,,,,,,,,,,,,,,,
A84016,Prudhoe Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84018,Corbridge Health Centre,,GP,,,,,,,,,,,,,,,,,,
A84020,Guidepost Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84022,Coquet Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84024,Burn Brae Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84025,Cramlington Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84026,Well Close Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84027,Bellingham Practice,,GP,,,,,,,,,,,,,,,,,,
A84028,Seaton Park Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84029,Widdrington Surgery,,GP,,,,,,,,,,,,,,,,,,
A84030,Village Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84031,Greystoke Surgery,,GP,,,,,,,,,,,,,,,,,,
A84032,Cheviot Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84033,The Sele Medical Practice,,GP,,,,,,,,,,,,,,,,,,
A84034,Haltwhistle Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84035,Riversdale Surgery,,GP,,,,,,,,,,,,,,,,,,
A84036,Wellway Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84037,Netherfield House,,GP,,,,,,,,,,,,,,,,,,
A84038,Forum Family Practice,,GP,,,,,,,,,,,,,,,,,,
A84039,Gas House Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
A84040,Humshaugh & Wark Med Grp,,GP,,,,,,,,,,,,,,,,,,
A84042,Scots Gap Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84043,Brockwell Medical Group,,GP,,,,,,,,,,,,,,,,,,
A84044,Union Brae & Norham Prac,,GP,,,,,,,,,,,,,,,,,,
A84045,Haydon Bridge & Allendale Medical Pract,,GP,,,,,,,,,,,,,,,,,,
A84047,Branch End Surgery,,GP,,,,,,,,,,,,,,,,,,
A84604,The Glendale Surgery,,GP,,,,,,,,,,,,,,,,,,
A84609,Felton Surgery,,GP,,,,,,,,,,,,,,,,,,
A84614,The Adderlane Surgery,,GP,,,,,,,,,,,,,,,,,,
A84619,Elsdon Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
A85001,Fell Tower Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A85002,Bensham Family Practice,,GP,,,,,,,,,,,,,,,,,,
A85003,Rowlands Gill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
A85004,Longrigg Medical Centre,,GP,,,,,,,,,,,,,,,,,,
