survey,Please rate the quality of your experience:,I had a good time!,Did the event have an impact on your perception of Coventry?,This experience increases my pride in Coventry as an area.,Please indicate your gender?,What is your age bracket?,Do you identify as disabled?,Please indicate your ethnic origin and cultural background:,Ethnic Group,Sexuality
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,Yes,White British,White British,Heterosexual/Straight
Theatre of Wandering,Good,Agree,"No, it is the same",Not Sure,Female,20 - 34,No,White Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Theatre of Wandering,Good,Agree,"No, it is the same",Agree,Non-binary,35 - 49,Yes,White British,White British,Heterosexual/Straight
Theatre of Wandering,Good,Agree,"No, it is the same",Agree,Male,35 - 49,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,65 +,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Poor,Disagree,"Yes, it has worsened",Strongly Disagree,Female,35 - 49,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Agree,"No, it is the same",Agree,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Female,65 +,No,White British,White British,Prefer Not To Say
Theatre of Wandering,Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Theatre of Wandering,Good,Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"No, it is the same",Not Sure,Male,35 - 49,No,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Theatre of Wandering,Good,Agree,"Yes, it has improved",Not Sure,null,null,null,null,null,null
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,65 +,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Agree,"No, it is the same",Agree,Female,20 - 34,No,Black or Black British African,"Black, African, Caribbean, or Black British",Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Male,50 - 64,Yes,White British,White British,Heterosexual/Straight
Theatre of Wandering,Good,Agree,"No, it is the same",Not Sure,null,null,null,null,null,null
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Black or Black British African,"Black, African, Caribbean, or Black British",Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Theatre of Wandering,Very Good,Strongly Agree,null,null,null,null,null,null,null,null
Theatre of Wandering,Good,Agree,"Yes, it has improved",Not Sure,Female,50 - 64,No,White Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Prefer Not To Say
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Male,50 - 64,No,White British,White British,Heterosexual/Straight
Theatre of Wandering,Good,Agree,"Yes, it has improved",Agree,Male,35 - 49,No,Prefer Not To Say,Prefer Not To Say,Prefer Not To Say
Theatre of Wandering,Very Good,Strongly Agree,"No, it is the same",Agree,null,null,null,null,null,null
Theatre of Wandering,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,null,null,null,null,null,null
Theatre of Wandering,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White British,White British,Prefer Not To Say
CVX x BSide,Very Good,Strongly Agree,"No, it is the same",Agree,Male,null,No,Asian or Asian British Indian,Asian or Asian British,null
CVX x BSide,Good,Agree,"No, it is the same",Not Sure,Male,35 - 49,No,Mixed or Multiple - White and Asian,Mixed or multiple ethnic group,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,No,White British,White British,null
CVX x BSide,Good,Agree,"Yes, it has improved",Agree,Female,65 +,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,Black or Black British African,"Black, African, Caribbean, or Black British",null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,50 - 64,No,Black or Black British Caribbean,"Black, African, Caribbean, or Black British",null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Agree,Non-binary,35 - 49,No,Mixed or Multiple - White and Black African,Mixed or multiple ethnic group,null
CVX x BSide,Very Good,Strongly Agree,"No, it is the same",Agree,Male,50 - 64,No,White British,White British,null
CVX x BSide,Very Good,Agree,"No, it is the same",Not Sure,Male,20 - 34,No,Asian or Asian British Chinese,Asian or Asian British,null
CVX x BSide,Very Good,Agree,"No, it is the same",Not Sure,Female,20 - 34,No,Black or Black British Caribbean,"Black, African, Caribbean, or Black British",null
CVX x BSide,Good,Agree,"No, it is the same",Not Sure,Female,35 - 49,No,Any Other White Background,"White Other, White Irish, White Gypsy or Irish Traveller",null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,No,White British,White British,null
CVX x BSide,Not Sure,Not Sure,null,null,Male,50 - 64,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,20 - 34,No,Mixed or Multiple - White and Asian,Mixed or multiple ethnic group,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,Asian or Asian British Chinese,Asian or Asian British,null
CVX x BSide,Very Good,Agree,"Yes, it has improved",null,Male,20 - 34,No,Black or Black British Caribbean,"Black, African, Caribbean, or Black British",null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,0 - 19,Yes,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Not Sure,Male,50 - 64,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White British,White British,null
CVX x BSide,Not Sure,Agree,"Yes, it has improved",Agree,Male,20 - 34,No,Prefer Not To Say,Prefer Not To Say,null
CVX x BSide,Very Good,Strongly Agree,"No, it is the same",Disagree,Female,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,Mixed or Multiple - White and Black Caribbean,Mixed or multiple ethnic group,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Asian or Asian British Chinese,Asian or Asian British,null
CVX x BSide,Good,Agree,"No, it is the same",Agree,Female,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,35 - 49,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,null,null,null
CVX x BSide,null,null,null,null,null,null,null,null,null,null
CVX x BSide,Good,null,"No, it is the same",Agree,Male,null,No,White British,White British,null
CVX x BSide,Good,Agree,"No, it is the same",null,Female,20 - 34,No,White British,White British,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,Any Other Asian Background,Asian or Asian British,null
CVX x BSide,Not Sure,Disagree,"No, it is the same",Disagree,null,null,null,null,null,null
CVX x BSide,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,Yes,White British,White British,null
Reform The Norm: Hungry Nation - Part 1,Good,Agree,"No, it is the same",Not Sure,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,35 - 49,Yes,Any other ethnic group,Any other ethnic group,Prefer not to say
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has worsened",Not Sure,Female,35 - 49,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Good,Agree,"Yes, it has improved",Agree,Female,35 - 49,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,20 - 34,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"No, it is the same",Agree,Female,35 - 49,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,"Black, African, Caribbean, or Black British","Black, African, Caribbean, or Black British",Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"No, it is the same",Not Sure,Male,65 +,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Good,Agree,"Yes, it has worsened",Agree,Female,35 - 49,No,"Black, African, Caribbean, or Black British","Black, African, Caribbean, or Black British",null
Reform The Norm: Hungry Nation - Part 1,Very Good,Agree,"No, it is the same",Agree,Male,20 - 34,Yes,White British,White British,Gay Woman/Lesbian
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,null,"Yes, it has improved",Strongly Agree,Female,35 - 49,No,"Black, African, Caribbean, or Black British","Black, African, Caribbean, or Black British",Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"No, it is the same",Not Sure,Female,50 - 64,Yes,White British,White British,Bisexual
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,35 - 49,Yes,White British,White British,Prefer not to say
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,No,"White Other, White Irish, or White Gypsy or Irish Traveller","White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,20 - 34,No,"White Other, White Irish, or White Gypsy or Irish Traveller","White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,null,null,null,null,null,null
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,"White Other, White Irish, or White Gypsy or Irish Traveller","White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"No, it is the same",Agree,null,null,null,null,null,null
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Agree,Female,35 - 49,Prefer not to say,Prefer Not To Say,Prefer Not To Say,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Good,Agree,"Yes, it has improved",Agree,Female,50 - 64,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,Yes,"Black, African, Caribbean, or Black British","Black, African, Caribbean, or Black British",Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"No, it is the same",Agree,Female,35 - 49,No,White British,White British,Heterosexual/Straight
Reform The Norm: Hungry Nation - Part 1,Very Good,Agree,"No, it is the same",Disagree,null,null,null,null,null,null
Reform The Norm: Hungry Nation - Part 1,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,null,No,White British,White British,Heterosexual/Straight
Hungry Nation Poetry Workshops,Good,Agree,"No, it is the same",Not Sure,null,null,null,null,null,null
Hungry Nation Poetry Workshops,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,Yes,Asian or Asian British Indian,Asian or Asian British,Bisexual
Hungry Nation Poetry Workshops,Very Good,Agree,"Yes, it has improved",Agree,Female,35 - 49,Yes,White British,White British,Heterosexual/Straight
Hungry Nation Poetry Workshops,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,No,Asian or Asian British Indian,Asian or Asian British,Heterosexual/Straight
Hungry Nation Poetry Workshops,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,20 - 34,No,White British,White British,Heterosexual/Straight
Hungry Nation Poetry Workshops,Very Good,Strongly Agree,"No, it is the same",Strongly Agree,Male,20 - 34,No,White British,White British,Heterosexual/Straight
Hungry Nation Poetry Workshops,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Male,50 - 64,No,null,null,null
Hungry Nation Poetry Workshops,Very Good,Agree,"Yes, it has improved",Agree,Female,35 - 49,Yes,White Irish,"White Other, White Irish, White Gypsy or Irish Traveller",Heterosexual/Straight
Hungry Nation Poetry Workshops,Good,Agree,"No, it is the same",Agree,null,null,null,null,null,null
Hungry Nation Poetry Workshops,Very Good,Strongly Agree,"Yes, it has improved",Strongly Agree,Female,20 - 34,Yes,Black or Black British African,"Black, African, Caribbean, or Black British",Heterosexual/Straight
Hungry Nation Poetry Workshops,Good,Strongly Agree,"No, it is the same",Agree,Male,50 - 64,Prefer Not To Say,Prefer Not To Say,Prefer Not To Say,Heterosexual/Straight
