Metric Type Identifier,Measurement Unit,Measurement Unit (Short Label),MetricTypeKey,Source,Hyperlink,Theme,Subcategory,MetricTypes_Key,Metric Type (Short Label),Metric Type
645,%,%,645-lgip,LGInformPlus,http://id.esd.org.uk/metricType/645,Unspecified,Unspecified,481,"Top 5% of earners, with a disability - 645",Percentage of the top paid 5% of staff who have a disability - 645
649,%,%,649-lgip,LGInformPlus,http://id.esd.org.uk/metricType/649,Unspecified,Unspecified,485,Labour turnover - 649,Labour turnover - 649
652,%,%,652-lgip,LGInformPlus,http://id.esd.org.uk/metricType/652,Unspecified,Unspecified,488,"Days lost through sickness, short term - 652","Short-term sickness absence, % of days lost - 652"
653,%,%,653-lgip,LGInformPlus,http://id.esd.org.uk/metricType/653,Unspecified,Unspecified,489,"Days lost through sickness, long term - 653","Long-term sickness absence, % of days lost - 653"
654,%,%,654-lgip,LGInformPlus,http://id.esd.org.uk/metricType/654,Unspecified,Unspecified,490,"Payroll - employee costs as a percentage of total expenditure, All services (RSX) - 654","Payroll - employee costs as a percentage of total expenditure, All services (RSX) - 654"
655,%,%,655-lgip,LGInformPlus,http://id.esd.org.uk/metricType/655,Unspecified,Unspecified,491,"Payroll - employee costs as a percentage of total expenditure, Education services (RSX) - 655","Payroll - employee costs as a percentage of total expenditure, Education services (RSX) - 655"
656,%,%,656-lgip,LGInformPlus,http://id.esd.org.uk/metricType/656,Unspecified,Unspecified,492,"Payroll - employee costs as a percentage of total expenditure, Highways and transport services (RSX) - 656","Payroll - employee costs as a percentage of total expenditure, Highways and transport services (RSX) - 656"
657,%,%,657-lgip,LGInformPlus,http://id.esd.org.uk/metricType/657,Unspecified,Unspecified,493,"Payroll - employee costs as a percentage of total expenditure, Social care (RSX) - 657","Payroll - employee costs as a percentage of total expenditure, Social care (RSX) - 657"
658,%,%,658-lgip,LGInformPlus,http://id.esd.org.uk/metricType/658,Unspecified,Unspecified,494,"Payroll - employee costs as a percentage of total expenditure, Housing services (GFRA only) (RSX) - 658","Payroll - employee costs as a percentage of total expenditure, Housing services (GFRA only) (RSX) - 658"
659,%,%,659-lgip,LGInformPlus,http://id.esd.org.uk/metricType/659,Unspecified,Unspecified,495,"Payroll - employee costs as a percentage of total expenditure, Cultural and related services (RSX) - 659","Payroll - employee costs as a percentage of total expenditure, Cultural and related services (RSX) - 659"
660,%,%,660-lgip,LGInformPlus,http://id.esd.org.uk/metricType/660,Unspecified,Unspecified,496,"Payroll - employee costs as a percentage of total expenditure, Environmental and regulatory services (RSX) - 660","Payroll - employee costs as a percentage of total expenditure, Environmental and regulatory services (RSX) - 660"
661,%,%,661-lgip,LGInformPlus,http://id.esd.org.uk/metricType/661,Unspecified,Unspecified,497,"Payroll - employee costs as a percentage of total expenditure, Planning and development services (RSX) - 661","Payroll - employee costs as a percentage of total expenditure, Planning and development services (RSX) - 661"
662,%,%,662-lgip,LGInformPlus,http://id.esd.org.uk/metricType/662,Unspecified,Unspecified,498,"Payroll - employee costs as a percentage of total expenditure, Police services (RSX) - 662","Payroll - employee costs as a percentage of total expenditure, Police services (RSX) - 662"
663,%,%,663-lgip,LGInformPlus,http://id.esd.org.uk/metricType/663,Unspecified,Unspecified,499,"Payroll - employee costs as a percentage of total expenditure, Fire and rescue services (RSX) - 663","Payroll - employee costs as a percentage of total expenditure, Fire and rescue services (RSX) - 663"
664,%,%,664-lgip,LGInformPlus,http://id.esd.org.uk/metricType/664,Unspecified,Unspecified,500,"Payroll - employee costs as a percentage of total expenditure, Central services (RSX) - 664","Payroll - employee costs as a percentage of total expenditure, Central services (RSX) - 664"
696,%,%,696-lgip,LGInformPlus,http://id.esd.org.uk/metricType/696,Unspecified,Unspecified,502,Excess pupils - percent of total primary places - 696,School Places - Excess primary pupils as a percent of total primary places - 696
697,%,%,697-lgip,LGInformPlus,http://id.esd.org.uk/metricType/697,Unspecified,Unspecified,503,Excess pupils - percent of total secondary places - 697,School Places - Excess secondary pupils as a percent of total secondary places - 697
698,%,%,698-lgip,LGInformPlus,http://id.esd.org.uk/metricType/698,Unspecified,Unspecified,504,Surplus places - percent of total primary places - 698,School Places - surplus primary places as a percent of total primary places - 698
699,%,%,699-lgip,LGInformPlus,http://id.esd.org.uk/metricType/699,Unspecified,Unspecified,505,Surplus places - percent of total secondary places - 699,School Places - surplus secondary places as a percent of total secondary places - 699
748,%,%,748-lgip,LGInformPlus,http://id.esd.org.uk/metricType/748,Unspecified,Unspecified,528,Secondary fires in derelict buildings as percentage of all - 748,Number of secondary fires in derelict buildings as a percentage of all secondary fires - 748
750,%,%,750-lgip,LGInformPlus,http://id.esd.org.uk/metricType/750,Unspecified,Unspecified,530,"Secondary fires - grasslands, heathlands etc - 750","Number of secondary fires in grassland, heathland etc as a percentage of all secondary fires - 750"
781,%,%,781-lgip,LGInformPlus,http://id.esd.org.uk/metricType/781,Unspecified,Unspecified,541,"Deliberate primary fires - pre-school, further, higher education - 781","Deliberate primary fires in pre-school, further, higher education as a percentage of all deliberate primary fires - 781"
782,%,%,782-lgip,LGInformPlus,http://id.esd.org.uk/metricType/782,Unspecified,Unspecified,542,Deliberate primary fires - hospitals and healthcares - 782,Deliberate primary fires in hospitals and healthcare as a percentage of all deliberate primary fires - 782
783,%,%,783-lgip,LGInformPlus,http://id.esd.org.uk/metricType/783,Unspecified,Unspecified,543,Deliberate primary fires - recreational and other cultural services - 783,Deliberate primary fires in recreational and other cultural services as a percentage of all deliberate primary fires - 783
784,%,%,784-lgip,LGInformPlus,http://id.esd.org.uk/metricType/784,Unspecified,Unspecified,544,Deliberate primary fires - agricultural premises - 784,Deliberate primary fires in agricultural premises as a percentage of all deliberate primary fires - 784
785,%,%,785-lgip,LGInformPlus,http://id.esd.org.uk/metricType/785,Unspecified,Unspecified,545,Deliberate primary fires - industrial premises - 785,Deliberate primary fires in industrial premises as a percentage of all deliberate primary fires - 785
786,%,%,786-lgip,LGInformPlus,http://id.esd.org.uk/metricType/786,Unspecified,Unspecified,546,Deliberate primary fires - other buildings / use not known - 786,Deliberate primary fires inother buildings / use not known as a percentage of all deliberate primary fires - 786
787,%,%,787-lgip,LGInformPlus,http://id.esd.org.uk/metricType/787,Unspecified,Unspecified,547,Adults receiving social care through self directed support - 787,Adults (18 and over) receiving social care through self directed support via a direct payment and/or a personal budget - 787
809,%,%,809-lgip,LGInformPlus,http://id.esd.org.uk/metricType/809,Unspecified,Unspecified,569,% population that are male - 809,Proportion of population that are male - 809
810,%,%,810-lgip,LGInformPlus,http://id.esd.org.uk/metricType/810,Unspecified,Unspecified,570,% population that are female - 810,Proportion of the population that are female - 810
811,%,%,811-lgip,LGInformPlus,http://id.esd.org.uk/metricType/811,Unspecified,Unspecified,571,% Male population aged 0-15 - 811,Proportion of male population aged 0-15 - 811
812,%,%,812-lgip,LGInformPlus,http://id.esd.org.uk/metricType/812,Unspecified,Unspecified,572,% Female population 0-15 - 812,Proportion of female population aged 0-15 - 812
813,%,%,813-lgip,LGInformPlus,http://id.esd.org.uk/metricType/813,Unspecified,Unspecified,573,% Male population aged 16-64 - 813,Proportion of male population aged 16 to 64 - 813
814,%,%,814-lgip,LGInformPlus,http://id.esd.org.uk/metricType/814,Unspecified,Unspecified,574,% Female population 16-64 - 814,Proportion of female population aged 16 to 64 - 814
815,%,%,815-lgip,LGInformPlus,http://id.esd.org.uk/metricType/815,Unspecified,Unspecified,575,% population aged 16-64 - 815,Proportion of population aged 16 to 64 - 815
816,%,%,816-lgip,LGInformPlus,http://id.esd.org.uk/metricType/816,Unspecified,Unspecified,576,% Male population aged 65+ - 816,Proportion of male population aged 65 and over - 816
817,%,%,817-lgip,LGInformPlus,http://id.esd.org.uk/metricType/817,Unspecified,Unspecified,577,% Female population 65+ - 817,Proportion of female population aged 65 and over - 817
818,%,%,818-lgip,LGInformPlus,http://id.esd.org.uk/metricType/818,Unspecified,Unspecified,578,% population aged 65+ - 818,Proportion of population aged 65 and over (count) - 818
819,%,%,819-lgip,LGInformPlus,http://id.esd.org.uk/metricType/819,Unspecified,Unspecified,579,% Female adults (16-59) population - 819,Proportion of female population aged 16 to 59 - 819
820,%,%,820-lgip,LGInformPlus,http://id.esd.org.uk/metricType/820,Unspecified,Unspecified,580,% Female older people (60 and over) population - 820,Proportion of female population aged 60 and over - 820
847,%,%,847-lgip,LGInformPlus,http://id.esd.org.uk/metricType/847,Unspecified,Unspecified,593,Looked after children who were adopted - 847,The percentage of children who ceased to be looked after who were adopted - 847
848,%,%,848-lgip,LGInformPlus,http://id.esd.org.uk/metricType/848,Unspecified,Unspecified,594,Looked after children who receive a special guardianship order - 848,The percentage of children who ceased to be looked after because of a special guardianship order - 848
849,%,%,849-lgip,LGInformPlus,http://id.esd.org.uk/metricType/849,Unspecified,Unspecified,595,Looked after children adopted within 12 months - 849,The percentage of looked after children adopted during the year who were placed for adoption within 12 months of the decision - 849
850,%,%,850-lgip,LGInformPlus,http://id.esd.org.uk/metricType/850,Unspecified,Unspecified,596,Looked after children with three or more placements - 850,The percentage of children looked after at 31 March with three or more placements during the year ending 31 March - 850
851,%,%,851-lgip,LGInformPlus,http://id.esd.org.uk/metricType/851,Unspecified,Unspecified,597,"% of LAC, 20 miles or more (outside LA boundary) - 851",The percentage of looked after children at 31 March placed outside LA boundary and more than 20 miles from where they used to live - 851
852,%,%,852-lgip,LGInformPlus,http://id.esd.org.uk/metricType/852,Unspecified,Unspecified,598,Looked after children who went missing from care - 852,The percentage of children looked after who went missing from care during the year as a percentage of all children looked after during the year - 852
853,%,%,853-lgip,LGInformPlus,http://id.esd.org.uk/metricType/853,Unspecified,Unspecified,599,Looked after children achieving level 4 at KS2 in English and Maths - 853,The percentage of children looked after continuously for 12 months who achieved at least level 4 at Key Stage 2 in both English and Mathematics - 853
854,%,%,854-lgip,LGInformPlus,http://id.esd.org.uk/metricType/854,Unspecified,Unspecified,600,% sessions missed by Looked after children - 854,Percentage of sessions missed due to overall absences for children who have been looked after continuously for at least twelve months at 31 March - 854
855,%,%,855-lgip,LGInformPlus,http://id.esd.org.uk/metricType/855,Unspecified,Unspecified,601,School age Looked after children attending a school assessed below the floor at KS2 or KS4 - 855,The proportion of school-age looked after children who were attending a school that was assessed as being below the floor targets at Key Stage 2 or Key Stage 4 - 855
856,%,%,856-lgip,LGInformPlus,http://id.esd.org.uk/metricType/856,Unspecified,Unspecified,602,Long term stability of looked after children - 856,Percentage of looked after children in same placement for two years - 856
867,%,%,867-lgip,LGInformPlus,http://id.esd.org.uk/metricType/867,Unspecified,Unspecified,613,Planned spend on CIN as a % of total planned spend for children Social services - 867,Planned spend on CIN as a % of total planned spend for children Social services - 867
875,%,%,875-lgip,LGInformPlus,http://id.esd.org.uk/metricType/875,Unspecified,Unspecified,616,Stability of looked after childrens placements (pre 2015) - 875,"% of children who have been looked after for more than 2.5 years and of those, have been in the same placement for at least 2 years or placed for adoption (pre 2015) - 875"
878,%,%,878-lgip,LGInformPlus,http://id.esd.org.uk/metricType/878,Unspecified,Unspecified,617,Permanent school exclusion rate - 878,Permanent exclusions from school as a % of the school population - 878
880,%,%,880-lgip,LGInformPlus,http://id.esd.org.uk/metricType/880,Unspecified,Unspecified,618,Child protection plans ending which last 2 years or more - 880,Child Protection Plans lasting 2 years or more which cease during the year - 880
881,%,%,881-lgip,LGInformPlus,http://id.esd.org.uk/metricType/881,Unspecified,Unspecified,619,Referrals to childrens social care going on to initial assessment - 881,Referrals to children's social care going on to initial assessment - 881
